human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
;(3, 4);1;15
;(3, 4);1;16
;(3, 4);1;17
;(3, 4);1;18
;(3, 4);1;19
;(3, 4);1;20
;(3, 4);1;21
;(3, 4);1;22
;(3, 4);1;23
;(3, 4);1;24
;(3, 4);1;25
;(3, 4);1;26
;(3, 4);1;27
;(3, 4);1;28
;(3, 4);1;29
;(3, 4);1;30
;(3, 4);1;31
;(3, 4);1;32
;(3, 4);1;33
;(3, 4);1;34
;(3, 4);1;35
;(3, 4);1;36
;(3, 4);1;37
;(3, 4);1;38
;(3, 4);1;39
;(3, 4);1;40
;(3, 4);1;41
;(3, 4);1;42
;(3, 4);1;43
;(3, 4);1;44
;(3, 4);1;45
;(3, 4);1;46
;(3, 4);1;47
;(3, 4);1;48
;(3, 4);1;49
;(3, 4);1;50
;(3, 4);1;51
;(3, 4);1;52
;(3, 4);1;53
MoveEast;(4, 4);1;54
;(4, 4);1;55
;(4, 4);1;56
;(4, 4);1;57
;(4, 4);1;58
;(4, 4);1;59
;(4, 4);1;60
;(4, 4);1;61
;(4, 4);1;62
;(4, 4);1;63
;(4, 4);1;64
MoveEast;(5, 4);1;65
;(5, 4);1;66
;(5, 4);1;67
;(5, 4);1;68
;(5, 4);1;69
;(5, 4);1;70
;(5, 4);1;71
;(5, 4);1;72
MoveEast;(6, 4);1;73
;(6, 4);1;74
;(6, 4);1;75
;(6, 4);1;76
;(6, 4);1;77
;(6, 4);1;78
;(6, 4);1;79
;(6, 4);1;80
MoveEast;(7, 4);1;81
;(7, 4);1;82
;(7, 4);1;83
;(7, 4);1;84
MoveEast;(8, 4);1;85
;(8, 4);1;86
;(8, 4);1;87
MoveEast;(9, 4);1;88
;(9, 4);1;89
;(9, 4);1;90
;(9, 4);1;91
;(9, 4);1;92
;(9, 4);1;93
;(9, 4);1;94
MoveSouth;(9, 5);1;95
;(9, 5);1;96
;(9, 5);1;97
;(9, 5);1;98
MoveSouth;(9, 6);1;99
;(9, 6);1;100
;(9, 6);1;101
;(9, 6);1;102
;(9, 6);1;103
;(9, 6);1;104
;(9, 6);1;105
;(9, 6);1;106
;(9, 6);1;107
;(9, 6);1;108
;(9, 6);1;109
;(9, 6);1;110
;(9, 6);1;111
;(9, 6);1;112
;(9, 6);1;113
;(9, 6);1;114
;(9, 6);1;115
;(9, 6);1;116
MoveWest;(8, 6);1;117
;(8, 6);1;118
;(8, 6);1;119
;(8, 6);1;120
;(8, 6);1;121
;(8, 6);1;122
;(8, 6);1;123
;(8, 6);1;124
;(8, 6);1;125
GrabObject;(8, 6);1;126
;(8, 6);1;127
;(8, 6);1;128
;(8, 6);1;129
;(8, 6);1;130
;(8, 6);1;131
;(8, 6);1;132
;(8, 6);1;133
;(8, 6);1;134
;(8, 6);1;135
;(8, 6);1;136
;(8, 6);1;137
;(8, 6);1;138
;(8, 6);1;139
;(8, 6);1;140
;(8, 6);1;141
;(8, 6);1;142
;(8, 6);1;143
;(8, 6);1;144
;(8, 6);1;145
;(8, 6);1;146
;(8, 6);1;147
;(8, 6);1;148
MoveWest;(7, 6);1;149
;(7, 6);1;150
;(7, 6);1;151
;(7, 6);1;152
;(7, 6);1;153
MoveWest;(6, 6);1;154
;(6, 6);1;155
;(6, 6);1;156
MoveWest;(5, 6);1;157
;(5, 6);1;158
;(5, 6);1;159
;(5, 6);1;160
MoveWest;(4, 6);1;161
;(4, 6);1;162
;(4, 6);1;163
;(4, 6);1;164
MoveSouth;(4, 7);1;165
;(4, 7);1;166
;(4, 7);1;167
;(4, 7);1;168
MoveSouth;(4, 8);1;169
;(4, 8);1;170
;(4, 8);1;171
MoveSouth;(4, 9);1;172
;(4, 9);1;173
;(4, 9);1;174
;(4, 9);1;175
;(4, 9);1;176
MoveSouth;(4, 10);1;177
;(4, 10);1;178
;(4, 10);1;179
;(4, 10);1;180
;(4, 10);1;181
;(4, 10);1;182
;(4, 10);1;183
;(4, 10);1;184
;(4, 10);1;185
;(4, 10);1;186
;(4, 10);1;187
GrabObject;(4, 10);1;188
;(4, 10);1;189
;(4, 10);1;190
;(4, 10);1;191
;(4, 10);1;192
;(4, 10);1;193
;(4, 10);1;194
;(4, 10);1;195
;(4, 10);1;196
;(4, 10);1;197
;(4, 10);1;198
;(4, 10);1;199
;(4, 10);1;200
;(4, 10);1;201
;(4, 10);1;202
DropObject;(4, 10);1;203
;(4, 10);1;204
;(4, 10);1;205
;(4, 10);1;206
;(4, 10);1;207
;(4, 10);1;208
;(4, 10);1;209
;(4, 10);1;210
;(4, 10);1;211
;(4, 10);1;212
;(4, 10);1;213
MoveEast;(5, 10);1;214
;(5, 10);1;215
;(5, 10);1;216
;(5, 10);1;217
;(5, 10);1;218
;(5, 10);1;219
;(5, 10);1;220
;(5, 10);1;221
;(5, 10);1;222
;(5, 10);1;223
;(5, 10);1;224
;(5, 10);1;225
;(5, 10);1;226
;(5, 10);1;227
;(5, 10);1;228
;(5, 10);1;229
MoveNorth;(5, 9);1;230
;(5, 9);1;231
;(5, 9);1;232
;(5, 9);1;233
MoveNorth;(5, 8);1;234
;(5, 8);1;235
;(5, 8);1;236
;(5, 8);1;237
MoveEast;(6, 8);1;238
;(6, 8);1;239
;(6, 8);1;240
MoveEast;(7, 8);1;241
;(7, 8);1;242
;(7, 8);1;243
MoveEast;(8, 8);1;244
;(8, 8);1;245
;(8, 8);1;246
MoveEast;(9, 8);1;247
;(9, 8);1;248
;(9, 8);1;249
;(9, 8);1;250
;(9, 8);1;251
;(9, 8);1;252
;(9, 8);1;253
MoveNorth;(9, 7);1;254
;(9, 7);1;255
;(9, 7);1;256
;(9, 7);1;257
;(9, 7);1;258
MoveNorth;(9, 6);1;259
;(9, 6);1;260
;(9, 6);1;261
;(9, 6);1;262
;(9, 6);1;263
;(9, 6);1;264
;(9, 6);1;265
;(9, 6);1;266
;(9, 6);1;267
;(9, 6);1;268
;(9, 6);1;269
;(9, 6);1;270
;(9, 6);1;271
;(9, 6);1;272
;(9, 6);1;273
;(9, 6);1;274
;(9, 6);1;275
MoveSouth;(9, 7);1;276
;(9, 7);1;277
;(9, 7);1;278
;(9, 7);1;279
;(9, 7);1;280
;(9, 7);1;281
;(9, 7);1;282
;(9, 7);1;283
;(9, 7);1;284
;(9, 7);1;285
;(9, 7);1;286
;(9, 7);1;287
;(9, 7);1;288
;(9, 7);1;289
;(9, 7);1;290
;(9, 7);1;291
;(9, 7);1;292
;(9, 7);1;293
;(9, 7);1;294
;(9, 7);1;295
;(9, 7);1;296
;(9, 7);1;297
;(9, 7);1;298
;(9, 7);1;299
;(9, 7);1;300
;(9, 7);1;301
;(9, 7);1;302
;(9, 7);1;303
;(9, 7);1;304
;(9, 7);1;305
;(9, 7);1;306
;(9, 7);1;307
;(9, 7);1;308
;(9, 7);1;309
DropObject;(9, 7);1;310
;(9, 7);1;311
;(9, 7);1;312
;(9, 7);1;313
;(9, 7);1;314
;(9, 7);1;315
;(9, 7);1;316
;(9, 7);1;317
;(9, 7);1;318
;(9, 7);1;319
;(9, 7);1;320
;(9, 7);1;321
;(9, 7);1;322
;(9, 7);1;323
;(9, 7);1;324
;(9, 7);1;325
MoveWest;(8, 7);1;326
;(8, 7);1;327
;(8, 7);1;328
;(8, 7);1;329
;(8, 7);1;330
;(8, 7);1;331
MoveWest;(7, 7);1;332
;(7, 7);1;333
;(7, 7);1;334
;(7, 7);1;335
;(7, 7);1;336
;(7, 7);1;337
;(7, 7);1;338
;(7, 7);1;339
MoveNorth;(7, 6);1;340
;(7, 6);1;341
;(7, 6);1;342
;(7, 6);1;343
MoveEast;(8, 6);1;344
;(8, 6);1;345
;(8, 6);1;346
;(8, 6);1;347
;(8, 6);1;348
MoveEast;(9, 6);1;349
;(9, 6);1;350
;(9, 6);1;351
;(9, 6);1;352
;(9, 6);1;353
;(9, 6);1;354
;(9, 6);1;355
;(9, 6);1;356
;(9, 6);1;357
DropObject;(9, 6);1;358
;(9, 6);1;359
;(9, 6);1;360
;(9, 6);1;361
;(9, 6);1;362
;(9, 6);1;363
;(9, 6);1;364
;(9, 6);1;365
MoveWest;(8, 6);1;366
;(8, 6);1;367
;(8, 6);1;368
;(8, 6);1;369
;(8, 6);1;370
;(8, 6);1;371
MoveWest;(7, 6);1;372
;(7, 6);1;373
;(7, 6);1;374
;(7, 6);1;375
;(7, 6);1;376
;(7, 6);1;377
;(7, 6);1;378
;(7, 6);1;379
MoveEast;(8, 6);1;380
;(8, 6);1;381
;(8, 6);1;382
;(8, 6);1;383
MoveEast;(9, 6);1;384
;(9, 6);1;385
;(9, 6);1;386
