human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
;(3, 4);1;15
;(3, 4);1;16
;(3, 4);1;17
;(3, 4);1;18
;(3, 4);1;19
;(3, 4);1;20
;(3, 4);1;21
;(3, 4);1;22
;(3, 4);1;23
;(3, 4);1;24
;(3, 4);1;25
;(3, 4);1;26
;(3, 4);1;27
MoveEast;(4, 4);1;28
;(4, 4);1;29
;(4, 4);1;30
;(4, 4);1;31
;(4, 4);1;32
;(4, 4);1;33
;(4, 4);1;34
;(4, 4);1;35
MoveEast;(5, 4);1;36
;(5, 4);1;37
;(5, 4);1;38
;(5, 4);1;39
;(5, 4);1;40
MoveEast;(6, 4);1;41
;(6, 4);1;42
MoveSouth;(6, 5);1;43
;(6, 5);1;44
;(6, 5);1;45
;(6, 5);1;46
;(6, 5);1;47
MoveSouth;(6, 6);1;48
;(6, 6);1;49
;(6, 6);1;50
;(6, 6);1;51
;(6, 6);1;52
;(6, 6);1;53
MoveSouth;(6, 7);1;54
;(6, 7);1;55
MoveEast;(7, 7);1;56
;(7, 7);1;57
;(7, 7);1;58
;(7, 7);1;59
;(7, 7);1;60
MoveEast;(8, 7);1;61
MoveEast;(9, 7);1;62
MoveEast;(10, 7);1;63
MoveEast;(11, 7);1;64
MoveEast;(12, 7);1;65
MoveEast;(13, 7);1;66
MoveEast;(14, 7);1;67
MoveEast;(15, 7);1;68
MoveEast;(16, 7);1;69
MoveEast;(17, 7);1;70
MoveEast;(18, 7);1;71
MoveWest;(17, 7);1;72
;(17, 7);1;73
;(17, 7);1;74
;(17, 7);1;75
;(17, 7);1;76
MoveWest;(16, 7);1;77
MoveWest;(15, 7);1;78
MoveWest;(14, 7);1;79
MoveWest;(13, 7);1;80
MoveWest;(12, 7);1;81
MoveWest;(11, 7);1;82
MoveWest;(10, 7);1;83
MoveWest;(9, 7);1;84
MoveWest;(8, 7);1;85
MoveWest;(7, 7);1;86
MoveWest;(6, 7);1;87
;(6, 7);1;88
;(6, 7);1;89
MoveNorth;(6, 6);1;90
;(6, 6);1;91
;(6, 6);1;92
;(6, 6);1;93
;(6, 6);1;94
;(6, 6);1;95
;(6, 6);1;96
;(6, 6);1;97
;(6, 6);1;98
MoveEast;(7, 6);1;99
;(7, 6);1;100
;(7, 6);1;101
;(7, 6);1;102
;(7, 6);1;103
MoveEast;(8, 6);1;104
;(8, 6);1;105
;(8, 6);1;106
;(8, 6);1;107
;(8, 6);1;108
;(8, 6);1;109
;(8, 6);1;110
;(8, 6);1;111
;(8, 6);1;112
;(8, 6);1;113
;(8, 6);1;114
;(8, 6);1;115
;(8, 6);1;116
;(8, 6);1;117
;(8, 6);1;118
;(8, 6);1;119
;(8, 6);1;120
;(8, 6);1;121
;(8, 6);1;122
;(8, 6);1;123
;(8, 6);1;124
;(8, 6);1;125
;(8, 6);1;126
;(8, 6);1;127
;(8, 6);1;128
;(8, 6);1;129
;(8, 6);1;130
DropObject;(8, 6);1;131
;(8, 6);1;132
;(8, 6);1;133
;(8, 6);1;134
;(8, 6);1;135
;(8, 6);1;136
;(8, 6);1;137
;(8, 6);1;138
;(8, 6);1;139
;(8, 6);1;140
;(8, 6);1;141
;(8, 6);1;142
;(8, 6);1;143
;(8, 6);1;144
;(8, 6);1;145
;(8, 6);1;146
;(8, 6);1;147
;(8, 6);1;148
GrabObject;(8, 6);1;149
;(8, 6);1;150
;(8, 6);1;151
;(8, 6);1;152
;(8, 6);1;153
;(8, 6);1;154
;(8, 6);1;155
;(8, 6);1;156
;(8, 6);1;157
;(8, 6);1;158
;(8, 6);1;159
;(8, 6);1;160
;(8, 6);1;161
MoveWest;(7, 6);1;162
;(7, 6);1;163
;(7, 6);1;164
;(7, 6);1;165
MoveWest;(6, 6);1;166
MoveWest;(5, 6);1;167
MoveWest;(4, 6);1;168
MoveWest;(3, 6);1;169
MoveWest;(2, 6);1;170
MoveWest;(1, 6);1;171
MoveWest;(0, 6);1;172
MoveWest;(0, 6);1;173
MoveWest;(0, 6);1;174
MoveWest;(0, 6);1;175
;(0, 6);1;176
;(0, 6);1;177
;(0, 6);1;178
;(0, 6);1;179
MoveEast;(1, 6);1;180
;(1, 6);1;181
;(1, 6);1;182
;(1, 6);1;183
DropObject;(1, 6);1;184
;(1, 6);1;185
;(1, 6);1;186
;(1, 6);1;187
;(1, 6);1;188
;(1, 6);1;189
;(1, 6);1;190
;(1, 6);1;191
MoveEast;(2, 6);1;192
;(2, 6);1;193
;(2, 6);1;194
;(2, 6);1;195
;(2, 6);1;196
MoveEast;(3, 6);1;197
MoveEast;(4, 6);1;198
MoveEast;(5, 6);1;199
MoveEast;(6, 6);1;200
MoveEast;(7, 6);1;201
MoveEast;(8, 6);1;202
MoveEast;(9, 6);1;203
MoveEast;(10, 6);1;204
;(10, 6);1;205
;(10, 6);1;206
;(10, 6);1;207
;(10, 6);1;208
;(10, 6);1;209
;(10, 6);1;210
MoveNorth;(10, 5);1;211
;(10, 5);1;212
;(10, 5);1;213
;(10, 5);1;214
;(10, 5);1;215
;(10, 5);1;216
MoveWest;(9, 5);1;217
;(9, 5);1;218
;(9, 5);1;219
;(9, 5);1;220
;(9, 5);1;221
;(9, 5);1;222
;(9, 5);1;223
;(9, 5);1;224
DropObject;(9, 5);1;225
;(9, 5);1;226
;(9, 5);1;227
;(9, 5);1;228
;(9, 5);1;229
;(9, 5);1;230
;(9, 5);1;231
;(9, 5);1;232
;(9, 5);1;233
;(9, 5);1;234
;(9, 5);1;235
;(9, 5);1;236
;(9, 5);1;237
GrabObject;(9, 5);1;238
;(9, 5);1;239
;(9, 5);1;240
;(9, 5);1;241
;(9, 5);1;242
;(9, 5);1;243
;(9, 5);1;244
;(9, 5);1;245
MoveWest;(8, 5);1;246
;(8, 5);1;247
;(8, 5);1;248
;(8, 5);1;249
;(8, 5);1;250
MoveWest;(7, 5);1;251
MoveWest;(6, 5);1;252
MoveWest;(5, 5);1;253
MoveWest;(4, 5);1;254
MoveWest;(3, 5);1;255
MoveWest;(2, 5);1;256
MoveWest;(1, 5);1;257
MoveWest;(0, 5);1;258
MoveWest;(0, 5);1;259
MoveWest;(0, 5);1;260
MoveWest;(0, 5);1;261
MoveWest;(0, 5);1;262
MoveWest;(0, 5);1;263
MoveWest;(0, 5);1;264
;(0, 5);1;265
;(0, 5);1;266
;(0, 5);1;267
;(0, 5);1;268
;(0, 5);1;269
;(0, 5);1;270
DropObject;(0, 5);1;271
;(0, 5);1;272
;(0, 5);1;273
;(0, 5);1;274
;(0, 5);1;275
;(0, 5);1;276
MoveEast;(1, 5);1;277
;(1, 5);1;278
;(1, 5);1;279
;(1, 5);1;280
;(1, 5);1;281
;(1, 5);1;282
MoveEast;(2, 5);1;283
MoveEast;(3, 5);1;284
MoveEast;(4, 5);1;285
MoveEast;(5, 5);1;286
MoveEast;(6, 5);1;287
MoveEast;(7, 5);1;288
MoveEast;(8, 5);1;289
MoveEast;(9, 5);1;290
;(9, 5);1;291
;(9, 5);1;292
;(9, 5);1;293
;(9, 5);1;294
;(9, 5);1;295
;(9, 5);1;296
;(9, 5);1;297
;(9, 5);1;298
MoveSouth;(9, 6);1;299
;(9, 6);1;300
;(9, 6);1;301
;(9, 6);1;302
;(9, 6);1;303
;(9, 6);1;304
;(9, 6);1;305
;(9, 6);1;306
;(9, 6);1;307
DropObject;(9, 6);1;308
;(9, 6);1;309
;(9, 6);1;310
;(9, 6);1;311
;(9, 6);1;312
;(9, 6);1;313
;(9, 6);1;314
;(9, 6);1;315
MoveWest;(8, 6);1;316
;(8, 6);1;317
;(8, 6);1;318
;(8, 6);1;319
;(8, 6);1;320
;(8, 6);1;321
;(8, 6);1;322
;(8, 6);1;323
MoveEast;(9, 6);1;324
;(9, 6);1;325
;(9, 6);1;326
;(9, 6);1;327
;(9, 6);1;328
GrabObject;(9, 6);1;329
;(9, 6);1;330
;(9, 6);1;331
;(9, 6);1;332
;(9, 6);1;333
;(9, 6);1;334
;(9, 6);1;335
MoveWest;(8, 6);1;336
;(8, 6);1;337
;(8, 6);1;338
;(8, 6);1;339
;(8, 6);1;340
MoveWest;(7, 6);1;341
MoveWest;(6, 6);1;342
MoveWest;(5, 6);1;343
MoveWest;(4, 6);1;344
MoveWest;(3, 6);1;345
MoveWest;(2, 6);1;346
MoveWest;(1, 6);1;347
MoveWest;(0, 6);1;348
MoveWest;(0, 6);1;349
MoveWest;(0, 6);1;350
MoveWest;(0, 6);1;351
MoveWest;(0, 6);1;352
DropObject;(0, 6);1;353
;(0, 6);1;354
;(0, 6);1;355
;(0, 6);1;356
;(0, 6);1;357
;(0, 6);1;358
