human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
MoveEast;(4, 4);1;1
;(4, 4);1;2
;(4, 4);1;3
;(4, 4);1;4
;(4, 4);1;5
;(4, 4);1;6
;(4, 4);1;7
;(4, 4);1;8
;(4, 4);1;9
;(4, 4);1;10
;(4, 4);1;11
;(4, 4);1;12
;(4, 4);1;13
;(4, 4);1;14
;(4, 4);1;15
MoveEast;(5, 4);1;16
;(5, 4);1;17
;(5, 4);1;18
;(5, 4);1;19
;(5, 4);1;20
;(5, 4);1;21
;(5, 4);1;22
;(5, 4);1;23
;(5, 4);1;24
;(5, 4);1;25
;(5, 4);1;26
;(5, 4);1;27
;(5, 4);1;28
;(5, 4);1;29
;(5, 4);1;30
;(5, 4);1;31
;(5, 4);1;32
;(5, 4);1;33
;(5, 4);1;34
MoveWest;(4, 4);1;35
;(4, 4);1;36
;(4, 4);1;37
;(4, 4);1;38
;(4, 4);1;39
;(4, 4);1;40
;(4, 4);1;41
;(4, 4);1;42
;(4, 4);1;43
;(4, 4);1;44
MoveEast;(5, 4);1;45
;(5, 4);1;46
;(5, 4);1;47
;(5, 4);1;48
MoveEast;(6, 4);1;49
;(6, 4);1;50
;(6, 4);1;51
MoveEast;(7, 4);1;52
;(7, 4);1;53
;(7, 4);1;54
;(7, 4);1;55
MoveEast;(8, 4);1;56
;(8, 4);1;57
;(8, 4);1;58
;(8, 4);1;59
;(8, 4);1;60
;(8, 4);1;61
;(8, 4);1;62
;(8, 4);1;63
;(8, 4);1;64
;(8, 4);1;65
;(8, 4);1;66
MoveEast;(9, 4);1;67
;(9, 4);1;68
;(9, 4);1;69
;(9, 4);1;70
;(9, 4);1;71
;(9, 4);1;72
;(9, 4);1;73
;(9, 4);1;74
;(9, 4);1;75
;(9, 4);1;76
;(9, 4);1;77
;(9, 4);1;78
;(9, 4);1;79
;(9, 4);1;80
;(9, 4);1;81
;(9, 4);1;82
;(9, 4);1;83
;(9, 4);1;84
;(9, 4);1;85
;(9, 4);1;86
;(9, 4);1;87
;(9, 4);1;88
;(9, 4);1;89
DropObject;(9, 4);1;90
;(9, 4);1;91
;(9, 4);1;92
;(9, 4);1;93
;(9, 4);1;94
;(9, 4);1;95
;(9, 4);1;96
;(9, 4);1;97
;(9, 4);1;98
;(9, 4);1;99
;(9, 4);1;100
;(9, 4);1;101
;(9, 4);1;102
;(9, 4);1;103
;(9, 4);1;104
;(9, 4);1;105
;(9, 4);1;106
;(9, 4);1;107
;(9, 4);1;108
;(9, 4);1;109
;(9, 4);1;110
;(9, 4);1;111
;(9, 4);1;112
;(9, 4);1;113
MoveWest;(8, 4);1;114
;(8, 4);1;115
;(8, 4);1;116
;(8, 4);1;117
;(8, 4);1;118
;(8, 4);1;119
;(8, 4);1;120
;(8, 4);1;121
;(8, 4);1;122
;(8, 4);1;123
;(8, 4);1;124
MoveEast;(9, 4);1;125
;(9, 4);1;126
;(9, 4);1;127
;(9, 4);1;128
;(9, 4);1;129
MoveNorth;(9, 3);1;130
;(9, 3);1;131
;(9, 3);1;132
;(9, 3);1;133
;(9, 3);1;134
;(9, 3);1;135
;(9, 3);1;136
;(9, 3);1;137
;(9, 3);1;138
;(9, 3);1;139
;(9, 3);1;140
;(9, 3);1;141
;(9, 3);1;142
;(9, 3);1;143
;(9, 3);1;144
;(9, 3);1;145
DropObject;(9, 3);1;146
;(9, 3);1;147
;(9, 3);1;148
;(9, 3);1;149
;(9, 3);1;150
;(9, 3);1;151
;(9, 3);1;152
;(9, 3);1;153
;(9, 3);1;154
;(9, 3);1;155
;(9, 3);1;156
;(9, 3);1;157
;(9, 3);1;158
MoveEast;(10, 3);1;159
;(10, 3);1;160
;(10, 3);1;161
;(10, 3);1;162
;(10, 3);1;163
;(10, 3);1;164
;(10, 3);1;165
;(10, 3);1;166
DropObject;(10, 3);1;167
;(10, 3);1;168
;(10, 3);1;169
;(10, 3);1;170
;(10, 3);1;171
;(10, 3);1;172
;(10, 3);1;173
;(10, 3);1;174
;(10, 3);1;175
;(10, 3);1;176
MoveSouth;(10, 4);1;177
;(10, 4);1;178
;(10, 4);1;179
;(10, 4);1;180
;(10, 4);1;181
;(10, 4);1;182
;(10, 4);1;183
MoveSouth;(10, 5);1;184
;(10, 5);1;185
;(10, 5);1;186
;(10, 5);1;187
MoveWest;(9, 5);1;188
;(9, 5);1;189
;(9, 5);1;190
;(9, 5);1;191
;(9, 5);1;192
MoveWest;(8, 5);1;193
;(8, 5);1;194
;(8, 5);1;195
;(8, 5);1;196
;(8, 5);1;197
MoveSouth;(8, 6);1;198
;(8, 6);1;199
;(8, 6);1;200
;(8, 6);1;201
;(8, 6);1;202
;(8, 6);1;203
DropObject;(8, 6);1;204
;(8, 6);1;205
;(8, 6);1;206
;(8, 6);1;207
;(8, 6);1;208
;(8, 6);1;209
;(8, 6);1;210
;(8, 6);1;211
;(8, 6);1;212
;(8, 6);1;213
;(8, 6);1;214
;(8, 6);1;215
;(8, 6);1;216
;(8, 6);1;217
;(8, 6);1;218
;(8, 6);1;219
;(8, 6);1;220
;(8, 6);1;221
;(8, 6);1;222
;(8, 6);1;223
;(8, 6);1;224
;(8, 6);1;225
;(8, 6);1;226
;(8, 6);1;227
;(8, 6);1;228
;(8, 6);1;229
;(8, 6);1;230
;(8, 6);1;231
;(8, 6);1;232
;(8, 6);1;233
;(8, 6);1;234
;(8, 6);1;235
;(8, 6);1;236
GrabObject;(8, 6);1;237
;(8, 6);1;238
;(8, 6);1;239
;(8, 6);1;240
;(8, 6);1;241
;(8, 6);1;242
;(8, 6);1;243
;(8, 6);1;244
;(8, 6);1;245
;(8, 6);1;246
MoveNorth;(8, 5);1;247
;(8, 5);1;248
;(8, 5);1;249
;(8, 5);1;250
;(8, 5);1;251
MoveWest;(7, 5);1;252
;(7, 5);1;253
;(7, 5);1;254
;(7, 5);1;255
MoveWest;(6, 5);1;256
;(6, 5);1;257
;(6, 5);1;258
;(6, 5);1;259
MoveWest;(5, 5);1;260
;(5, 5);1;261
;(5, 5);1;262
;(5, 5);1;263
;(5, 5);1;264
MoveSouth;(5, 6);1;265
;(5, 6);1;266
;(5, 6);1;267
;(5, 6);1;268
;(5, 6);1;269
;(5, 6);1;270
;(5, 6);1;271
DropObject;(5, 6);1;272
;(5, 6);1;273
;(5, 6);1;274
;(5, 6);1;275
;(5, 6);1;276
;(5, 6);1;277
;(5, 6);1;278
;(5, 6);1;279
;(5, 6);1;280
;(5, 6);1;281
;(5, 6);1;282
;(5, 6);1;283
;(5, 6);1;284
;(5, 6);1;285
MoveEast;(6, 6);1;286
;(6, 6);1;287
;(6, 6);1;288
;(6, 6);1;289
;(6, 6);1;290
MoveEast;(7, 6);1;291
;(7, 6);1;292
;(7, 6);1;293
;(7, 6);1;294
;(7, 6);1;295
MoveEast;(8, 6);1;296
;(8, 6);1;297
;(8, 6);1;298
;(8, 6);1;299
;(8, 6);1;300
MoveNorth;(8, 5);1;301
;(8, 5);1;302
;(8, 5);1;303
;(8, 5);1;304
;(8, 5);1;305
;(8, 5);1;306
MoveEast;(9, 5);1;307
;(9, 5);1;308
;(9, 5);1;309
;(9, 5);1;310
MoveNorth;(9, 4);1;311
;(9, 4);1;312
;(9, 4);1;313
;(9, 4);1;314
;(9, 4);1;315
;(9, 4);1;316
;(9, 4);1;317
;(9, 4);1;318
GrabObject;(9, 4);1;319
;(9, 4);1;320
;(9, 4);1;321
;(9, 4);1;322
;(9, 4);1;323
;(9, 4);1;324
;(9, 4);1;325
;(9, 4);1;326
;(9, 4);1;327
;(9, 4);1;328
;(9, 4);1;329
;(9, 4);1;330
;(9, 4);1;331
;(9, 4);1;332
;(9, 4);1;333
;(9, 4);1;334
;(9, 4);1;335
;(9, 4);1;336
MoveWest;(8, 4);1;337
;(8, 4);1;338
;(8, 4);1;339
;(8, 4);1;340
MoveWest;(7, 4);1;341
;(7, 4);1;342
;(7, 4);1;343
;(7, 4);1;344
MoveWest;(6, 4);1;345
;(6, 4);1;346
;(6, 4);1;347
;(6, 4);1;348
;(6, 4);1;349
;(6, 4);1;350
;(6, 4);1;351
;(6, 4);1;352
;(6, 4);1;353
;(6, 4);1;354
;(6, 4);1;355
DropObject;(6, 4);1;356
;(6, 4);1;357
;(6, 4);1;358
;(6, 4);1;359
;(6, 4);1;360
;(6, 4);1;361
;(6, 4);1;362
;(6, 4);1;363
;(6, 4);1;364
;(6, 4);1;365
;(6, 4);1;366
MoveEast;(7, 4);1;367
;(7, 4);1;368
;(7, 4);1;369
