human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
MoveEast;(4, 4);1;8
;(4, 4);1;9
;(4, 4);1;10
MoveEast;(5, 4);1;11
;(5, 4);1;12
MoveEast;(6, 4);1;13
;(6, 4);1;14
;(6, 4);1;15
MoveEast;(7, 4);1;16
;(7, 4);1;17
;(7, 4);1;18
MoveSouth;(7, 5);1;19
;(7, 5);1;20
;(7, 5);1;21
;(7, 5);1;22
MoveSouth;(7, 6);1;23
;(7, 6);1;24
;(7, 6);1;25
;(7, 6);1;26
;(7, 6);1;27
;(7, 6);1;28
;(7, 6);1;29
;(7, 6);1;30
;(7, 6);1;31
;(7, 6);1;32
;(7, 6);1;33
;(7, 6);1;34
;(7, 6);1;35
;(7, 6);1;36
;(7, 6);1;37
;(7, 6);1;38
;(7, 6);1;39
;(7, 6);1;40
;(7, 6);1;41
;(7, 6);1;42
;(7, 6);1;43
;(7, 6);1;44
;(7, 6);1;45
;(7, 6);1;46
;(7, 6);1;47
;(7, 6);1;48
;(7, 6);1;49
;(7, 6);1;50
;(7, 6);1;51
;(7, 6);1;52
;(7, 6);1;53
;(7, 6);1;54
;(7, 6);1;55
;(7, 6);1;56
;(7, 6);1;57
;(7, 6);1;58
;(7, 6);1;59
;(7, 6);1;60
;(7, 6);1;61
;(7, 6);1;62
;(7, 6);1;63
;(7, 6);1;64
;(7, 6);1;65
;(7, 6);1;66
;(7, 6);1;67
;(7, 6);1;68
;(7, 6);1;69
;(7, 6);1;70
