human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
;(3, 4);1;15
;(3, 4);1;16
;(3, 4);1;17
;(3, 4);1;18
;(3, 4);1;19
;(3, 4);1;20
MoveEast;(4, 4);1;21
;(4, 4);1;22
;(4, 4);1;23
;(4, 4);1;24
;(4, 4);1;25
;(4, 4);1;26
;(4, 4);1;27
;(4, 4);1;28
;(4, 4);1;29
;(4, 4);1;30
;(4, 4);1;31
;(4, 4);1;32
;(4, 4);1;33
;(4, 4);1;34
MoveEast;(5, 4);1;35
;(5, 4);1;36
;(5, 4);1;37
;(5, 4);1;38
MoveEast;(6, 4);1;39
;(6, 4);1;40
MoveEast;(7, 4);1;41
;(7, 4);1;42
;(7, 4);1;43
;(7, 4);1;44
;(7, 4);1;45
;(7, 4);1;46
;(7, 4);1;47
;(7, 4);1;48
MoveEast;(8, 4);1;49
;(8, 4);1;50
;(8, 4);1;51
;(8, 4);1;52
;(8, 4);1;53
;(8, 4);1;54
;(8, 4);1;55
;(8, 4);1;56
;(8, 4);1;57
MoveEast;(9, 4);1;58
;(9, 4);1;59
;(9, 4);1;60
;(9, 4);1;61
;(9, 4);1;62
;(9, 4);1;63
;(9, 4);1;64
;(9, 4);1;65
;(9, 4);1;66
MoveSouth;(9, 5);1;67
;(9, 5);1;68
;(9, 5);1;69
;(9, 5);1;70
;(9, 5);1;71
;(9, 5);1;72
;(9, 5);1;73
;(9, 5);1;74
;(9, 5);1;75
;(9, 5);1;76
;(9, 5);1;77
;(9, 5);1;78
;(9, 5);1;79
;(9, 5);1;80
;(9, 5);1;81
;(9, 5);1;82
;(9, 5);1;83
;(9, 5);1;84
;(9, 5);1;85
;(9, 5);1;86
;(9, 5);1;87
;(9, 5);1;88
;(9, 5);1;89
;(9, 5);1;90
;(9, 5);1;91
;(9, 5);1;92
;(9, 5);1;93
;(9, 5);1;94
MoveSouth;(9, 6);1;95
;(9, 6);1;96
;(9, 6);1;97
MoveSouth;(9, 7);1;98
;(9, 7);1;99
;(9, 7);1;100
MoveSouth;(9, 8);1;101
;(9, 8);1;102
;(9, 8);1;103
;(9, 8);1;104
;(9, 8);1;105
;(9, 8);1;106
;(9, 8);1;107
;(9, 8);1;108
;(9, 8);1;109
;(9, 8);1;110
;(9, 8);1;111
;(9, 8);1;112
;(9, 8);1;113
;(9, 8);1;114
;(9, 8);1;115
;(9, 8);1;116
;(9, 8);1;117
;(9, 8);1;118
;(9, 8);1;119
;(9, 8);1;120
;(9, 8);1;121
;(9, 8);1;122
;(9, 8);1;123
;(9, 8);1;124
;(9, 8);1;125
;(9, 8);1;126
;(9, 8);1;127
;(9, 8);1;128
;(9, 8);1;129
;(9, 8);1;130
;(9, 8);1;131
;(9, 8);1;132
;(9, 8);1;133
;(9, 8);1;134
;(9, 8);1;135
;(9, 8);1;136
;(9, 8);1;137
GrabObject;(9, 8);1;138
;(9, 8);1;139
;(9, 8);1;140
;(9, 8);1;141
;(9, 8);1;142
;(9, 8);1;143
;(9, 8);1;144
;(9, 8);1;145
;(9, 8);1;146
;(9, 8);1;147
MoveWest;(8, 8);1;148
;(8, 8);1;149
;(8, 8);1;150
;(8, 8);1;151
MoveWest;(7, 8);1;152
;(7, 8);1;153
;(7, 8);1;154
MoveWest;(6, 8);1;155
;(6, 8);1;156
;(6, 8);1;157
MoveWest;(5, 8);1;158
;(5, 8);1;159
;(5, 8);1;160
;(5, 8);1;161
;(5, 8);1;162
;(5, 8);1;163
;(5, 8);1;164
;(5, 8);1;165
;(5, 8);1;166
;(5, 8);1;167
;(5, 8);1;168
;(5, 8);1;169
DropObject;(5, 8);1;170
;(5, 8);1;171
;(5, 8);1;172
;(5, 8);1;173
;(5, 8);1;174
;(5, 8);1;175
;(5, 8);1;176
;(5, 8);1;177
;(5, 8);1;178
MoveNorth;(5, 7);1;179
;(5, 7);1;180
;(5, 7);1;181
MoveNorth;(5, 6);1;182
;(5, 6);1;183
;(5, 6);1;184
;(5, 6);1;185
MoveEast;(6, 6);1;186
;(6, 6);1;187
;(6, 6);1;188
MoveEast;(7, 6);1;189
;(7, 6);1;190
;(7, 6);1;191
MoveEast;(8, 6);1;192
;(8, 6);1;193
;(8, 6);1;194
;(8, 6);1;195
;(8, 6);1;196
;(8, 6);1;197
;(8, 6);1;198
GrabObject;(8, 6);1;199
;(8, 6);1;200
;(8, 6);1;201
MoveWest;(7, 6);1;202
;(7, 6);1;203
;(7, 6);1;204
MoveWest;(6, 6);1;205
;(6, 6);1;206
MoveWest;(5, 6);1;207
;(5, 6);1;208
;(5, 6);1;209
MoveWest;(4, 6);1;210
;(4, 6);1;211
;(4, 6);1;212
DropObject;(4, 6);1;213
;(4, 6);1;214
MoveEast;(5, 6);1;215
;(5, 6);1;216
;(5, 6);1;217
MoveEast;(6, 6);1;218
;(6, 6);1;219
;(6, 6);1;220
MoveEast;(7, 6);1;221
;(7, 6);1;222
;(7, 6);1;223
MoveEast;(8, 6);1;224
;(8, 6);1;225
MoveEast;(9, 6);1;226
;(9, 6);1;227
;(9, 6);1;228
MoveEast;(10, 6);1;229
;(10, 6);1;230
;(10, 6);1;231
;(10, 6);1;232
MoveNorth;(10, 5);1;233
;(10, 5);1;234
;(10, 5);1;235
;(10, 5);1;236
;(10, 5);1;237
;(10, 5);1;238
;(10, 5);1;239
;(10, 5);1;240
;(10, 5);1;241
;(10, 5);1;242
;(10, 5);1;243
;(10, 5);1;244
;(10, 5);1;245
;(10, 5);1;246
;(10, 5);1;247
;(10, 5);1;248
;(10, 5);1;249
;(10, 5);1;250
;(10, 5);1;251
;(10, 5);1;252
;(10, 5);1;253
;(10, 5);1;254
;(10, 5);1;255
;(10, 5);1;256
;(10, 5);1;257
;(10, 5);1;258
;(10, 5);1;259
;(10, 5);1;260
;(10, 5);1;261
;(10, 5);1;262
;(10, 5);1;263
;(10, 5);1;264
;(10, 5);1;265
;(10, 5);1;266
;(10, 5);1;267
MoveNorth;(10, 4);1;268
;(10, 4);1;269
;(10, 4);1;270
;(10, 4);1;271
;(10, 4);1;272
;(10, 4);1;273
;(10, 4);1;274
;(10, 4);1;275
;(10, 4);1;276
;(10, 4);1;277
;(10, 4);1;278
;(10, 4);1;279
;(10, 4);1;280
;(10, 4);1;281
;(10, 4);1;282
;(10, 4);1;283
GrabObject;(10, 4);1;284
;(10, 4);1;285
;(10, 4);1;286
;(10, 4);1;287
;(10, 4);1;288
;(10, 4);1;289
;(10, 4);1;290
;(10, 4);1;291
;(10, 4);1;292
;(10, 4);1;293
;(10, 4);1;294
;(10, 4);1;295
;(10, 4);1;296
MoveWest;(9, 4);1;297
;(9, 4);1;298
;(9, 4);1;299
MoveWest;(8, 4);1;300
;(8, 4);1;301
;(8, 4);1;302
MoveWest;(7, 4);1;303
;(7, 4);1;304
MoveWest;(6, 4);1;305
;(6, 4);1;306
;(6, 4);1;307
;(6, 4);1;308
;(6, 4);1;309
MoveWest;(5, 4);1;310
;(5, 4);1;311
;(5, 4);1;312
MoveWest;(4, 4);1;313
;(4, 4);1;314
;(4, 4);1;315
;(4, 4);1;316
DropObject;(4, 4);1;317
;(4, 4);1;318
;(4, 4);1;319
MoveEast;(5, 4);1;320
;(5, 4);1;321
MoveEast;(6, 4);1;322
;(6, 4);1;323
;(6, 4);1;324
MoveEast;(7, 4);1;325
;(7, 4);1;326
;(7, 4);1;327
MoveEast;(8, 4);1;328
;(8, 4);1;329
;(8, 4);1;330
MoveEast;(9, 4);1;331
;(9, 4);1;332
;(9, 4);1;333
;(9, 4);1;334
;(9, 4);1;335
;(9, 4);1;336
;(9, 4);1;337
;(9, 4);1;338
GrabObject;(9, 4);1;339
;(9, 4);1;340
;(9, 4);1;341
;(9, 4);1;342
;(9, 4);1;343
;(9, 4);1;344
;(9, 4);1;345
;(9, 4);1;346
;(9, 4);1;347
;(9, 4);1;348
;(9, 4);1;349
;(9, 4);1;350
;(9, 4);1;351
MoveWest;(8, 4);1;352
;(8, 4);1;353
MoveWest;(7, 4);1;354
;(7, 4);1;355
;(7, 4);1;356
MoveWest;(6, 4);1;357
;(6, 4);1;358
;(6, 4);1;359
MoveWest;(5, 4);1;360
;(5, 4);1;361
;(5, 4);1;362
;(5, 4);1;363
MoveWest;(4, 4);1;364
;(4, 4);1;365
;(4, 4);1;366
;(4, 4);1;367
;(4, 4);1;368
DropObject;(4, 4);1;369
;(4, 4);1;370
;(4, 4);1;371
;(4, 4);1;372
MoveEast;(5, 4);1;373
;(5, 4);1;374
MoveEast;(6, 4);1;375
;(6, 4);1;376
;(6, 4);1;377
MoveEast;(7, 4);1;378
;(7, 4);1;379
