human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
MoveEast;(4, 4);;(4, 4);False;1;1
;(4, 4);;(4, 4);Label;1;2
;(4, 4);;(4, 4);Label;1;3
;(4, 4);MoveSouthEast;(4, 4);Label;1;4
;(4, 4);MoveSouthEast;(4, 4);Label;1;5
;(4, 4);MoveSouthEast;(4, 4);Label;1;6
;(4, 4);MoveSouthEast;(4, 4);Label;1;7
;(4, 4);MoveSouthEast;(4, 4);Label;1;8
;(4, 4);MoveSouthEast;(4, 4);Label;1;9
;(4, 4);MoveSouthEast;(4, 4);Label;1;10
;(4, 4);MoveSouthEast;(4, 4);Label;1;11
;(4, 4);MoveSouthEast;(4, 4);Label;1;12
;(4, 4);MoveSouthEast;(4, 4);Label;1;13
;(4, 4);MoveSouthEast;(5, 5);Label;1;14
;(4, 4);MoveEast;(5, 5);Label;1;15
;(4, 4);MoveEast;(5, 5);Label;1;16
;(4, 4);MoveEast;(5, 5);Label;1;17
;(4, 4);MoveEast;(5, 5);Label;1;18
;(4, 4);MoveEast;(5, 5);Label;1;19
;(4, 4);MoveEast;(5, 5);Label;1;20
;(4, 4);MoveEast;(5, 5);Label;1;21
;(4, 4);MoveEast;(5, 5);Label;1;22
;(4, 4);MoveEast;(5, 5);Label;1;23
;(4, 4);MoveEast;(5, 5);Label;1;24
;(4, 4);MoveEast;(6, 5);Label;1;25
;(4, 4);MoveSouthEast;(6, 5);Label;1;26
;(4, 4);MoveSouthEast;(6, 5);Label;1;27
;(4, 4);MoveSouthEast;(6, 5);Label;1;28
;(4, 4);MoveSouthEast;(6, 5);Label;1;29
;(4, 4);MoveSouthEast;(6, 5);Label;1;30
;(4, 4);MoveSouthEast;(6, 5);Label;1;31
;(4, 4);MoveSouthEast;(6, 5);Label;1;32
;(4, 4);MoveSouthEast;(6, 5);Label;1;33
;(4, 4);MoveSouthEast;(6, 5);Label;1;34
;(4, 4);MoveSouthEast;(6, 5);Label;1;35
MoveSouth;(4, 5);MoveSouthEast;(7, 6);Label;1;36
MoveWest;(3, 5);GrabLargeObject;(7, 6);Label;1;37
;(3, 5);GrabLargeObject;(7, 6);Label;1;38
MoveEast;(4, 5);GrabLargeObject;(7, 6);Label;1;39
;(4, 5);GrabLargeObject;(7, 6);Label;1;40
;(4, 5);GrabLargeObject;(7, 6);Label;1;41
;(4, 5);GrabLargeObject;(7, 6);Label;1;42
;(4, 5);GrabLargeObject;(7, 6);Label;1;43
;(4, 5);GrabLargeObject;(7, 6);Label;1;44
;(4, 5);GrabLargeObject;(7, 6);Label;1;45
MoveNorth;(4, 4);GrabLargeObject;(7, 6);Label;1;46
;(4, 4);GrabLargeObject;(7, 6);Label;1;47
;(4, 4);;(7, 6);Label;1;48
MoveEast;(5, 4);;(7, 6);Label;1;49
;(5, 4);MoveWest;(7, 6);Label;1;50
;(5, 4);MoveWest;(7, 6);Label;1;51
;(5, 4);MoveWest;(7, 6);Label;1;52
;(5, 4);MoveWest;(7, 6);Label;1;53
MoveEast;(6, 4);MoveWest;(7, 6);Label;1;54
;(6, 4);MoveWest;(7, 6);Label;1;55
;(6, 4);MoveWest;(7, 6);Label;1;56
;(6, 4);MoveWest;(7, 6);Label;1;57
MoveEast;(7, 4);MoveWest;(7, 6);Label;1;58
;(7, 4);MoveWest;(7, 6);Label;1;59
;(7, 4);MoveWest;(6, 6);Label;1;60
;(7, 4);MoveWest;(6, 6);Label;1;61
;(7, 4);MoveWest;(6, 6);Label;1;62
MoveSouth;(7, 5);MoveWest;(6, 6);Label;1;63
;(7, 5);MoveWest;(6, 6);Label;1;64
;(7, 5);MoveWest;(6, 6);Label;1;65
;(7, 5);MoveWest;(6, 6);Label;1;66
;(7, 5);MoveWest;(6, 6);Label;1;67
MoveEast;(8, 5);MoveWest;(6, 6);Label;1;68
;(8, 5);MoveWest;(6, 6);Label;1;69
;(8, 5);MoveWest;(6, 6);Label;1;70
;(8, 5);MoveWest;(5, 6);Label;1;71
MoveSouth;(8, 6);MoveWest;(5, 6);Label;1;72
;(8, 6);MoveWest;(5, 6);Label;1;73
;(8, 6);MoveWest;(5, 6);Label;1;74
;(8, 6);MoveWest;(5, 6);Label;1;75
MoveEast;(9, 6);MoveWest;(5, 6);Label;1;76
;(9, 6);MoveWest;(5, 6);Label;1;77
;(9, 6);MoveWest;(5, 6);Label;1;78
;(9, 6);MoveWest;(5, 6);Label;1;79
;(9, 6);MoveWest;(5, 6);Label;1;80
;(9, 6);MoveWest;(5, 6);Label;1;81
MoveSouth;(9, 7);MoveWest;(4, 6);Label;1;82
;(9, 7);MoveWest;(4, 6);Label;1;83
;(9, 7);MoveWest;(4, 6);Label;1;84
;(9, 7);MoveWest;(4, 6);Label;1;85
MoveSouth;(9, 8);MoveWest;(4, 6);Label;1;86
;(9, 8);MoveWest;(4, 6);Label;1;87
;(9, 8);MoveWest;(4, 6);Label;1;88
;(9, 8);MoveWest;(4, 6);Label;1;89
;(9, 8);MoveWest;(4, 6);Label;1;90
;(9, 8);MoveWest;(4, 6);Label;1;91
MoveSouth;(9, 9);MoveWest;(4, 6);Label;1;92
;(9, 9);MoveWest;(3, 6);Label;1;93
;(9, 9);DropLargeObject;(3, 6);Label;1;94
;(9, 9);DropLargeObject;(3, 6);Label;1;95
;(9, 9);DropLargeObject;(3, 6);Label;1;96
;(9, 9);DropLargeObject;(3, 6);Label;1;97
;(9, 9);DropLargeObject;(3, 6);Label;1;98
;(9, 9);DropLargeObject;(3, 6);Label;1;99
;(9, 9);DropLargeObject;(3, 6);Label;1;100
;(9, 9);DropLargeObject;(3, 6);Label;1;101
;(9, 9);DropLargeObject;(3, 6);Label;1;102
;(9, 9);DropLargeObject;(3, 6);Label;1;103
;(9, 9);DropLargeObject;(3, 6);Label;1;104
GrabObject;(9, 9);;(3, 6);Label;1;105
;(9, 9);;(3, 6);Label;1;106
;(9, 9);;(3, 6);Label;1;107
MoveWest;(8, 9);MoveEast;(3, 6);Label;1;108
;(8, 9);MoveEast;(3, 6);Label;1;109
;(8, 9);MoveEast;(3, 6);Label;1;110
;(8, 9);MoveEast;(3, 6);Label;1;111
MoveWest;(7, 9);MoveEast;(3, 6);Label;1;112
;(7, 9);MoveEast;(3, 6);Label;1;113
;(7, 9);MoveEast;(3, 6);Label;1;114
;(7, 9);MoveEast;(3, 6);Label;1;115
MoveWest;(6, 9);MoveEast;(3, 6);Label;1;116
;(6, 9);MoveEast;(3, 6);Label;1;117
;(6, 9);MoveEast;(4, 6);Label;1;118
;(6, 9);MoveEast;(4, 6);Label;1;119
MoveWest;(5, 9);MoveEast;(4, 6);Label;1;120
;(5, 9);MoveEast;(4, 6);Label;1;121
;(5, 9);MoveEast;(4, 6);Label;1;122
;(5, 9);MoveEast;(4, 6);Label;1;123
DropObject;(5, 9);MoveEast;(4, 6);Label;1;124
;(5, 9);MoveEast;(4, 6);Label;1;125
MoveEast;(6, 9);MoveEast;(4, 6);Label;1;126
;(6, 9);MoveEast;(4, 6);Label;1;127
;(6, 9);MoveEast;(4, 6);Label;1;128
;(6, 9);MoveEast;(5, 6);Label;1;129
;(6, 9);MoveEast;(5, 6);Label;1;130
;(6, 9);MoveEast;(5, 6);Label;1;131
MoveEast;(7, 9);MoveEast;(5, 6);Label;1;132
;(7, 9);MoveEast;(5, 6);Label;1;133
;(7, 9);MoveEast;(5, 6);Label;1;134
;(7, 9);MoveEast;(5, 6);Label;1;135
;(7, 9);MoveEast;(5, 6);Label;1;136
MoveEast;(8, 9);MoveEast;(5, 6);Label;1;137
;(8, 9);MoveEast;(5, 6);Label;1;138
;(8, 9);MoveEast;(5, 6);Label;1;139
MoveEast;(9, 9);MoveEast;(6, 6);Label;1;140
;(9, 9);MoveSouthEast;(6, 6);Label;1;141
MoveEast;(10, 9);MoveSouthEast;(6, 6);Label;1;142
;(10, 9);MoveSouthEast;(6, 6);Label;1;143
;(10, 9);MoveSouthEast;(6, 6);Label;1;144
;(10, 9);MoveSouthEast;(6, 6);Label;1;145
MoveEast;(11, 9);MoveSouthEast;(6, 6);Label;1;146
;(11, 9);MoveSouthEast;(6, 6);Label;1;147
;(11, 9);MoveSouthEast;(6, 6);Label;1;148
;(11, 9);MoveSouthEast;(6, 6);Label;1;149
GrabObject;(11, 9);MoveSouthEast;(6, 6);Label;1;150
;(11, 9);MoveSouthEast;(7, 7);Label;1;151
;(11, 9);GrabLargeObject;(7, 7);Label;1;152
;(11, 9);GrabLargeObject;(7, 7);Label;1;153
;(11, 9);GrabLargeObject;(7, 7);Label;1;154
;(11, 9);GrabLargeObject;(7, 7);Label;1;155
;(11, 9);GrabLargeObject;(7, 7);Label;1;156
;(11, 9);GrabLargeObject;(7, 7);Label;1;157
;(11, 9);GrabLargeObject;(7, 7);Label;1;158
;(11, 9);GrabLargeObject;(7, 7);Label;1;159
;(11, 9);GrabLargeObject;(7, 7);Label;1;160
;(11, 9);GrabLargeObject;(7, 7);Label;1;161
;(11, 9);GrabLargeObject;(7, 7);Label;1;162
;(11, 9);;(7, 7);Label;1;163
MoveWest;(10, 9);;(7, 7);Label;1;164
;(10, 9);MoveWest;(7, 7);Label;1;165
;(10, 9);MoveWest;(7, 7);Label;1;166
MoveWest;(9, 9);MoveWest;(7, 7);Label;1;167
;(9, 9);MoveWest;(7, 7);Label;1;168
;(9, 9);MoveWest;(7, 7);Label;1;169
;(9, 9);MoveWest;(7, 7);Label;1;170
MoveWest;(8, 9);MoveWest;(7, 7);Label;1;171
;(8, 9);MoveWest;(7, 7);Label;1;172
;(8, 9);MoveWest;(7, 7);Label;1;173
MoveNorth;(8, 8);MoveWest;(7, 7);Label;1;174
;(8, 8);MoveWest;(6, 7);Label;1;175
;(8, 8);MoveWest;(6, 7);Label;1;176
;(8, 8);MoveWest;(6, 7);Label;1;177
MoveWest;(7, 8);MoveWest;(6, 7);Label;1;178
;(7, 8);MoveWest;(6, 7);Label;1;179
;(7, 8);MoveWest;(6, 7);Label;1;180
;(7, 8);MoveWest;(6, 7);Label;1;181
;(7, 8);MoveWest;(6, 7);Label;1;182
MoveWest;(6, 8);MoveWest;(6, 7);Label;1;183
;(6, 8);MoveWest;(6, 7);Label;1;184
;(6, 8);MoveWest;(6, 7);Label;1;185
MoveWest;(5, 8);MoveWest;(5, 7);Label;1;186
;(5, 8);MoveSouthWest;(5, 7);Label;1;187
;(5, 8);MoveSouthWest;(5, 7);Label;1;188
;(5, 8);MoveSouthWest;(5, 7);Label;1;189
MoveWest;(4, 8);MoveSouthWest;(5, 7);Label;1;190
;(4, 8);MoveSouthWest;(5, 7);Label;1;191
;(4, 8);MoveSouthWest;(5, 7);Label;1;192
;(4, 8);MoveSouthWest;(5, 7);Label;1;193
MoveWest;(3, 8);MoveSouthWest;(5, 7);Label;1;194
;(3, 8);MoveSouthWest;(5, 7);Label;1;195
;(3, 8);MoveSouthWest;(5, 7);Label;1;196
DropObject;(3, 8);MoveSouthWest;(4, 8);Label;1;197
;(3, 8);MoveWest;(4, 8);Label;1;198
MoveEast;(4, 8);MoveWest;(4, 8);Label;1;199
;(4, 8);MoveWest;(4, 8);Label;1;200
;(4, 8);MoveWest;(4, 8);Label;1;201
;(4, 8);MoveWest;(4, 8);Label;1;202
;(4, 8);MoveWest;(4, 8);Label;1;203
MoveEast;(5, 8);MoveWest;(4, 8);Label;1;204
MoveEast;(6, 8);MoveWest;(4, 8);Label;1;205
;(6, 8);MoveWest;(4, 8);Label;1;206
;(6, 8);MoveWest;(4, 8);Label;1;207
;(6, 8);MoveWest;(3, 8);Label;1;208
MoveEast;(7, 8);MoveWest;(3, 8);Label;1;209
;(7, 8);MoveWest;(3, 8);Label;1;210
;(7, 8);MoveWest;(3, 8);Label;1;211
