human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
MoveEast;(4, 4);1;15
;(4, 4);1;16
;(4, 4);1;17
;(4, 4);1;18
;(4, 4);1;19
;(4, 4);1;20
;(4, 4);1;21
;(4, 4);1;22
;(4, 4);1;23
MoveEast;(5, 4);1;24
;(5, 4);1;25
;(5, 4);1;26
;(5, 4);1;27
;(5, 4);1;28
;(5, 4);1;29
;(5, 4);1;30
;(5, 4);1;31
;(5, 4);1;32
;(5, 4);1;33
;(5, 4);1;34
;(5, 4);1;35
;(5, 4);1;36
;(5, 4);1;37
;(5, 4);1;38
MoveEast;(6, 4);1;39
;(6, 4);1;40
;(6, 4);1;41
;(6, 4);1;42
;(6, 4);1;43
;(6, 4);1;44
;(6, 4);1;45
;(6, 4);1;46
;(6, 4);1;47
;(6, 4);1;48
;(6, 4);1;49
;(6, 4);1;50
;(6, 4);1;51
;(6, 4);1;52
;(6, 4);1;53
;(6, 4);1;54
;(6, 4);1;55
MoveEast;(7, 4);1;56
;(7, 4);1;57
;(7, 4);1;58
;(7, 4);1;59
;(7, 4);1;60
;(7, 4);1;61
;(7, 4);1;62
;(7, 4);1;63
;(7, 4);1;64
;(7, 4);1;65
;(7, 4);1;66
;(7, 4);1;67
;(7, 4);1;68
;(7, 4);1;69
MoveEast;(8, 4);1;70
;(8, 4);1;71
;(8, 4);1;72
;(8, 4);1;73
;(8, 4);1;74
;(8, 4);1;75
;(8, 4);1;76
;(8, 4);1;77
;(8, 4);1;78
;(8, 4);1;79
MoveSouth;(8, 5);1;80
;(8, 5);1;81
;(8, 5);1;82
;(8, 5);1;83
;(8, 5);1;84
;(8, 5);1;85
;(8, 5);1;86
MoveSouth;(8, 6);1;87
;(8, 6);1;88
;(8, 6);1;89
;(8, 6);1;90
;(8, 6);1;91
;(8, 6);1;92
;(8, 6);1;93
;(8, 6);1;94
;(8, 6);1;95
GrabObject;(8, 6);1;96
;(8, 6);1;97
;(8, 6);1;98
;(8, 6);1;99
;(8, 6);1;100
;(8, 6);1;101
;(8, 6);1;102
;(8, 6);1;103
;(8, 6);1;104
;(8, 6);1;105
;(8, 6);1;106
;(8, 6);1;107
;(8, 6);1;108
;(8, 6);1;109
;(8, 6);1;110
;(8, 6);1;111
;(8, 6);1;112
;(8, 6);1;113
MoveWest;(7, 6);1;114
;(7, 6);1;115
;(7, 6);1;116
;(7, 6);1;117
;(7, 6);1;118
;(7, 6);1;119
;(7, 6);1;120
;(7, 6);1;121
MoveWest;(6, 6);1;122
;(6, 6);1;123
;(6, 6);1;124
;(6, 6);1;125
;(6, 6);1;126
;(6, 6);1;127
;(6, 6);1;128
;(6, 6);1;129
;(6, 6);1;130
;(6, 6);1;131
;(6, 6);1;132
;(6, 6);1;133
;(6, 6);1;134
MoveSouth;(6, 7);1;135
;(6, 7);1;136
;(6, 7);1;137
;(6, 7);1;138
;(6, 7);1;139
;(6, 7);1;140
;(6, 7);1;141
;(6, 7);1;142
;(6, 7);1;143
;(6, 7);1;144
MoveWest;(5, 7);1;145
;(5, 7);1;146
;(5, 7);1;147
;(5, 7);1;148
;(5, 7);1;149
;(5, 7);1;150
;(5, 7);1;151
MoveWest;(4, 7);1;152
;(4, 7);1;153
;(4, 7);1;154
;(4, 7);1;155
;(4, 7);1;156
MoveWest;(3, 7);1;157
;(3, 7);1;158
;(3, 7);1;159
;(3, 7);1;160
;(3, 7);1;161
MoveWest;(2, 7);1;162
;(2, 7);1;163
;(2, 7);1;164
;(2, 7);1;165
MoveWest;(1, 7);1;166
;(1, 7);1;167
;(1, 7);1;168
;(1, 7);1;169
;(1, 7);1;170
;(1, 7);1;171
;(1, 7);1;172
;(1, 7);1;173
;(1, 7);1;174
;(1, 7);1;175
;(1, 7);1;176
;(1, 7);1;177
GrabObject;(1, 7);1;178
;(1, 7);1;179
;(1, 7);1;180
;(1, 7);1;181
;(1, 7);1;182
;(1, 7);1;183
;(1, 7);1;184
;(1, 7);1;185
;(1, 7);1;186
;(1, 7);1;187
;(1, 7);1;188
;(1, 7);1;189
;(1, 7);1;190
;(1, 7);1;191
;(1, 7);1;192
;(1, 7);1;193
;(1, 7);1;194
;(1, 7);1;195
;(1, 7);1;196
;(1, 7);1;197
;(1, 7);1;198
;(1, 7);1;199
;(1, 7);1;200
;(1, 7);1;201
DropObject;(1, 7);1;202
;(1, 7);1;203
;(1, 7);1;204
;(1, 7);1;205
;(1, 7);1;206
;(1, 7);1;207
;(1, 7);1;208
;(1, 7);1;209
;(1, 7);1;210
;(1, 7);1;211
;(1, 7);1;212
;(1, 7);1;213
;(1, 7);1;214
;(1, 7);1;215
;(1, 7);1;216
;(1, 7);1;217
;(1, 7);1;218
;(1, 7);1;219
;(1, 7);1;220
MoveEast;(2, 7);1;221
;(2, 7);1;222
;(2, 7);1;223
;(2, 7);1;224
MoveEast;(3, 7);1;225
;(3, 7);1;226
;(3, 7);1;227
MoveEast;(4, 7);1;228
;(4, 7);1;229
;(4, 7);1;230
;(4, 7);1;231
MoveEast;(5, 7);1;232
;(5, 7);1;233
;(5, 7);1;234
MoveEast;(6, 7);1;235
;(6, 7);1;236
;(6, 7);1;237
MoveEast;(7, 7);1;238
;(7, 7);1;239
;(7, 7);1;240
;(7, 7);1;241
;(7, 7);1;242
;(7, 7);1;243
;(7, 7);1;244
MoveNorth;(7, 6);1;245
;(7, 6);1;246
;(7, 6);1;247
MoveNorth;(7, 5);1;248
;(7, 5);1;249
;(7, 5);1;250
;(7, 5);1;251
MoveNorth;(7, 4);1;252
;(7, 4);1;253
;(7, 4);1;254
;(7, 4);1;255
;(7, 4);1;256
;(7, 4);1;257
;(7, 4);1;258
;(7, 4);1;259
;(7, 4);1;260
MoveEast;(8, 4);1;261
;(8, 4);1;262
;(8, 4);1;263
;(8, 4);1;264
;(8, 4);1;265
;(8, 4);1;266
MoveSouth;(8, 5);1;267
;(8, 5);1;268
;(8, 5);1;269
;(8, 5);1;270
;(8, 5);1;271
;(8, 5);1;272
;(8, 5);1;273
MoveEast;(9, 5);1;274
;(9, 5);1;275
;(9, 5);1;276
;(9, 5);1;277
;(9, 5);1;278
;(9, 5);1;279
DropObject;(9, 5);1;280
;(9, 5);1;281
;(9, 5);1;282
;(9, 5);1;283
;(9, 5);1;284
;(9, 5);1;285
;(9, 5);1;286
;(9, 5);1;287
;(9, 5);1;288
;(9, 5);1;289
;(9, 5);1;290
;(9, 5);1;291
;(9, 5);1;292
;(9, 5);1;293
;(9, 5);1;294
;(9, 5);1;295
;(9, 5);1;296
;(9, 5);1;297
MoveWest;(8, 5);1;298
;(8, 5);1;299
;(8, 5);1;300
;(8, 5);1;301
;(8, 5);1;302
;(8, 5);1;303
;(8, 5);1;304
;(8, 5);1;305
;(8, 5);1;306
;(8, 5);1;307
;(8, 5);1;308
;(8, 5);1;309
;(8, 5);1;310
MoveEast;(9, 5);1;311
;(9, 5);1;312
;(9, 5);1;313
;(9, 5);1;314
;(9, 5);1;315
;(9, 5);1;316
;(9, 5);1;317
;(9, 5);1;318
;(9, 5);1;319
;(9, 5);1;320
;(9, 5);1;321
;(9, 5);1;322
;(9, 5);1;323
;(9, 5);1;324
;(9, 5);1;325
;(9, 5);1;326
GrabObject;(9, 5);1;327
;(9, 5);1;328
;(9, 5);1;329
;(9, 5);1;330
;(9, 5);1;331
MoveWest;(8, 5);1;332
;(8, 5);1;333
;(8, 5);1;334
;(8, 5);1;335
;(8, 5);1;336
;(8, 5);1;337
;(8, 5);1;338
;(8, 5);1;339
;(8, 5);1;340
;(8, 5);1;341
MoveWest;(7, 5);1;342
MoveWest;(6, 5);1;343
MoveWest;(5, 5);1;344
MoveWest;(4, 5);1;345
MoveWest;(3, 5);1;346
MoveWest;(2, 5);1;347
MoveWest;(1, 5);1;348
MoveWest;(0, 5);1;349
MoveWest;(0, 5);1;350
;(0, 5);1;351
;(0, 5);1;352
;(0, 5);1;353
;(0, 5);1;354
;(0, 5);1;355
;(0, 5);1;356
;(0, 5);1;357
;(0, 5);1;358
;(0, 5);1;359
;(0, 5);1;360
;(0, 5);1;361
;(0, 5);1;362
;(0, 5);1;363
;(0, 5);1;364
;(0, 5);1;365
;(0, 5);1;366
;(0, 5);1;367
;(0, 5);1;368
;(0, 5);1;369
;(0, 5);1;370
;(0, 5);1;371
;(0, 5);1;372
;(0, 5);1;373
;(0, 5);1;374
;(0, 5);1;375
;(0, 5);1;376
;(0, 5);1;377
DropObject;(0, 5);1;378
;(0, 5);1;379
;(0, 5);1;380
;(0, 5);1;381
;(0, 5);1;382
;(0, 5);1;383
;(0, 5);1;384
