human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
MoveEast;(4, 4);1;1
;(4, 4);1;2
;(4, 4);1;3
;(4, 4);1;4
;(4, 4);1;5
;(4, 4);1;6
;(4, 4);1;7
;(4, 4);1;8
;(4, 4);1;9
;(4, 4);1;10
;(4, 4);1;11
;(4, 4);1;12
;(4, 4);1;13
MoveEast;(5, 4);1;14
;(5, 4);1;15
;(5, 4);1;16
;(5, 4);1;17
;(5, 4);1;18
;(5, 4);1;19
;(5, 4);1;20
;(5, 4);1;21
;(5, 4);1;22
;(5, 4);1;23
;(5, 4);1;24
;(5, 4);1;25
;(5, 4);1;26
;(5, 4);1;27
;(5, 4);1;28
;(5, 4);1;29
;(5, 4);1;30
;(5, 4);1;31
;(5, 4);1;32
;(5, 4);1;33
;(5, 4);1;34
;(5, 4);1;35
;(5, 4);1;36
;(5, 4);1;37
;(5, 4);1;38
MoveEast;(6, 4);1;39
;(6, 4);1;40
;(6, 4);1;41
MoveEast;(7, 4);1;42
;(7, 4);1;43
;(7, 4);1;44
MoveEast;(8, 4);1;45
;(8, 4);1;46
;(8, 4);1;47
MoveSouth;(8, 5);1;48
;(8, 5);1;49
;(8, 5);1;50
;(8, 5);1;51
;(8, 5);1;52
MoveSouth;(8, 6);1;53
;(8, 6);1;54
;(8, 6);1;55
;(8, 6);1;56
;(8, 6);1;57
;(8, 6);1;58
MoveSouth;(8, 7);1;59
;(8, 7);1;60
MoveSouth;(8, 8);1;61
;(8, 8);1;62
;(8, 8);1;63
;(8, 8);1;64
;(8, 8);1;65
MoveSouth;(8, 9);1;66
;(8, 9);1;67
;(8, 9);1;68
;(8, 9);1;69
;(8, 9);1;70
;(8, 9);1;71
;(8, 9);1;72
MoveEast;(9, 9);1;73
;(9, 9);1;74
;(9, 9);1;75
;(9, 9);1;76
;(9, 9);1;77
;(9, 9);1;78
;(9, 9);1;79
;(9, 9);1;80
;(9, 9);1;81
;(9, 9);1;82
;(9, 9);1;83
GrabObject;(9, 9);1;84
;(9, 9);1;85
;(9, 9);1;86
;(9, 9);1;87
;(9, 9);1;88
;(9, 9);1;89
;(9, 9);1;90
;(9, 9);1;91
;(9, 9);1;92
;(9, 9);1;93
;(9, 9);1;94
;(9, 9);1;95
;(9, 9);1;96
;(9, 9);1;97
;(9, 9);1;98
;(9, 9);1;99
;(9, 9);1;100
;(9, 9);1;101
;(9, 9);1;102
;(9, 9);1;103
;(9, 9);1;104
;(9, 9);1;105
;(9, 9);1;106
;(9, 9);1;107
;(9, 9);1;108
;(9, 9);1;109
;(9, 9);1;110
;(9, 9);1;111
;(9, 9);1;112
;(9, 9);1;113
DropObject;(9, 9);1;114
;(9, 9);1;115
;(9, 9);1;116
;(9, 9);1;117
;(9, 9);1;118
;(9, 9);1;119
;(9, 9);1;120
;(9, 9);1;121
;(9, 9);1;122
;(9, 9);1;123
;(9, 9);1;124
;(9, 9);1;125
;(9, 9);1;126
;(9, 9);1;127
;(9, 9);1;128
;(9, 9);1;129
;(9, 9);1;130
;(9, 9);1;131
;(9, 9);1;132
;(9, 9);1;133
;(9, 9);1;134
;(9, 9);1;135
;(9, 9);1;136
;(9, 9);1;137
;(9, 9);1;138
;(9, 9);1;139
GrabObject;(9, 9);1;140
;(9, 9);1;141
;(9, 9);1;142
;(9, 9);1;143
;(9, 9);1;144
;(9, 9);1;145
;(9, 9);1;146
;(9, 9);1;147
;(9, 9);1;148
;(9, 9);1;149
;(9, 9);1;150
;(9, 9);1;151
;(9, 9);1;152
;(9, 9);1;153
;(9, 9);1;154
;(9, 9);1;155
;(9, 9);1;156
;(9, 9);1;157
;(9, 9);1;158
;(9, 9);1;159
;(9, 9);1;160
;(9, 9);1;161
;(9, 9);1;162
;(9, 9);1;163
;(9, 9);1;164
;(9, 9);1;165
MoveWest;(8, 9);1;166
;(8, 9);1;167
;(8, 9);1;168
MoveWest;(7, 9);1;169
;(7, 9);1;170
;(7, 9);1;171
MoveWest;(6, 9);1;172
;(6, 9);1;173
;(6, 9);1;174
MoveWest;(5, 9);1;175
;(5, 9);1;176
;(5, 9);1;177
;(5, 9);1;178
;(5, 9);1;179
;(5, 9);1;180
;(5, 9);1;181
;(5, 9);1;182
;(5, 9);1;183
;(5, 9);1;184
;(5, 9);1;185
;(5, 9);1;186
;(5, 9);1;187
DropObject;(5, 9);1;188
;(5, 9);1;189
;(5, 9);1;190
;(5, 9);1;191
;(5, 9);1;192
;(5, 9);1;193
;(5, 9);1;194
;(5, 9);1;195
;(5, 9);1;196
;(5, 9);1;197
;(5, 9);1;198
;(5, 9);1;199
;(5, 9);1;200
;(5, 9);1;201
;(5, 9);1;202
;(5, 9);1;203
;(5, 9);1;204
;(5, 9);1;205
;(5, 9);1;206
;(5, 9);1;207
;(5, 9);1;208
;(5, 9);1;209
;(5, 9);1;210
;(5, 9);1;211
;(5, 9);1;212
;(5, 9);1;213
;(5, 9);1;214
MoveEast;(6, 9);1;215
;(6, 9);1;216
;(6, 9);1;217
;(6, 9);1;218
;(6, 9);1;219
MoveEast;(7, 9);1;220
;(7, 9);1;221
;(7, 9);1;222
;(7, 9);1;223
MoveEast;(8, 9);1;224
;(8, 9);1;225
;(8, 9);1;226
;(8, 9);1;227
;(8, 9);1;228
;(8, 9);1;229
;(8, 9);1;230
;(8, 9);1;231
;(8, 9);1;232
;(8, 9);1;233
;(8, 9);1;234
;(8, 9);1;235
;(8, 9);1;236
;(8, 9);1;237
;(8, 9);1;238
;(8, 9);1;239
;(8, 9);1;240
;(8, 9);1;241
;(8, 9);1;242
;(8, 9);1;243
;(8, 9);1;244
;(8, 9);1;245
;(8, 9);1;246
;(8, 9);1;247
;(8, 9);1;248
;(8, 9);1;249
;(8, 9);1;250
;(8, 9);1;251
;(8, 9);1;252
;(8, 9);1;253
;(8, 9);1;254
;(8, 9);1;255
;(8, 9);1;256
;(8, 9);1;257
;(8, 9);1;258
;(8, 9);1;259
;(8, 9);1;260
;(8, 9);1;261
;(8, 9);1;262
;(8, 9);1;263
MoveWest;(7, 9);1;264
;(7, 9);1;265
;(7, 9);1;266
;(7, 9);1;267
;(7, 9);1;268
;(7, 9);1;269
;(7, 9);1;270
;(7, 9);1;271
;(7, 9);1;272
;(7, 9);1;273
;(7, 9);1;274
;(7, 9);1;275
;(7, 9);1;276
;(7, 9);1;277
;(7, 9);1;278
;(7, 9);1;279
;(7, 9);1;280
;(7, 9);1;281
;(7, 9);1;282
;(7, 9);1;283
;(7, 9);1;284
;(7, 9);1;285
GrabObject;(7, 9);1;286
;(7, 9);1;287
;(7, 9);1;288
;(7, 9);1;289
;(7, 9);1;290
;(7, 9);1;291
;(7, 9);1;292
;(7, 9);1;293
;(7, 9);1;294
;(7, 9);1;295
;(7, 9);1;296
;(7, 9);1;297
;(7, 9);1;298
;(7, 9);1;299
;(7, 9);1;300
;(7, 9);1;301
;(7, 9);1;302
;(7, 9);1;303
;(7, 9);1;304
;(7, 9);1;305
;(7, 9);1;306
;(7, 9);1;307
;(7, 9);1;308
;(7, 9);1;309
;(7, 9);1;310
;(7, 9);1;311
;(7, 9);1;312
;(7, 9);1;313
;(7, 9);1;314
;(7, 9);1;315
;(7, 9);1;316
;(7, 9);1;317
;(7, 9);1;318
;(7, 9);1;319
;(7, 9);1;320
;(7, 9);1;321
;(7, 9);1;322
MoveEast;(8, 9);1;323
;(8, 9);1;324
;(8, 9);1;325
;(8, 9);1;326
;(8, 9);1;327
;(8, 9);1;328
;(8, 9);1;329
;(8, 9);1;330
;(8, 9);1;331
;(8, 9);1;332
;(8, 9);1;333
;(8, 9);1;334
MoveWest;(7, 9);1;335
;(7, 9);1;336
;(7, 9);1;337
;(7, 9);1;338
;(7, 9);1;339
;(7, 9);1;340
;(7, 9);1;341
;(7, 9);1;342
;(7, 9);1;343
MoveNorth;(7, 8);1;344
;(7, 8);1;345
;(7, 8);1;346
;(7, 8);1;347
;(7, 8);1;348
;(7, 8);1;349
;(7, 8);1;350
;(7, 8);1;351
;(7, 8);1;352
;(7, 8);1;353
;(7, 8);1;354
;(7, 8);1;355
;(7, 8);1;356
;(7, 8);1;357
;(7, 8);1;358
;(7, 8);1;359
;(7, 8);1;360
;(7, 8);1;361
;(7, 8);1;362
;(7, 8);1;363
;(7, 8);1;364
;(7, 8);1;365
;(7, 8);1;366
;(7, 8);1;367
;(7, 8);1;368
;(7, 8);1;369
;(7, 8);1;370
;(7, 8);1;371
GrabObject;(7, 8);1;372
;(7, 8);1;373
;(7, 8);1;374
;(7, 8);1;375
