human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
;(3, 4);;(4, 4);False;1;1
;(3, 4);Idle;(4, 4);False;1;2
;(3, 4);Idle;(4, 4);False;1;3
;(3, 4);Idle;(4, 4);False;1;4
;(3, 4);Idle;(4, 4);False;1;5
;(3, 4);Idle;(4, 4);False;1;6
;(3, 4);Idle;(4, 4);False;1;7
;(3, 4);Idle;(4, 4);False;1;8
;(3, 4);Idle;(4, 4);False;1;9
;(3, 4);Idle;(4, 4);False;1;10
MoveEast;(4, 4);Idle;(4, 4);False;1;11
;(4, 4);Idle;(4, 4);False;1;12
;(4, 4);Idle;(4, 4);False;1;13
;(4, 4);Idle;(4, 4);False;1;14
;(4, 4);Idle;(4, 4);False;1;15
;(4, 4);Idle;(4, 4);False;1;16
;(4, 4);Idle;(4, 4);False;1;17
;(4, 4);Idle;(4, 4);False;1;18
;(4, 4);Idle;(4, 4);False;1;19
;(4, 4);Idle;(4, 4);False;1;20
MoveEast;(5, 4);Idle;(4, 4);False;1;21
MoveEast;(6, 4);Idle;(4, 4);False;1;22
MoveEast;(7, 4);Idle;(4, 4);False;1;23
MoveEast;(8, 4);Idle;(4, 4);False;1;24
MoveEast;(9, 4);Idle;(4, 4);False;1;25
MoveEast;(10, 4);Idle;(4, 4);False;1;26
MoveEast;(11, 4);Idle;(4, 4);False;1;27
MoveEast;(12, 4);Idle;(4, 4);False;1;28
;(12, 4);Idle;(4, 4);False;1;29
;(12, 4);Idle;(4, 4);False;1;30
MoveNorth;(12, 3);Idle;(4, 4);False;1;31
;(12, 3);Idle;(4, 4);False;1;32
;(12, 3);Idle;(4, 4);False;1;33
;(12, 3);Idle;(4, 4);False;1;34
MoveWest;(11, 3);Idle;(4, 4);False;1;35
;(11, 3);Idle;(4, 4);False;1;36
;(11, 3);Idle;(4, 4);False;1;37
;(11, 3);Idle;(4, 4);False;1;38
MoveSouth;(11, 4);Idle;(4, 4);False;1;39
;(11, 4);Idle;(4, 4);False;1;40
;(11, 4);Idle;(4, 4);False;1;41
;(11, 4);Idle;(4, 4);False;1;42
MoveSouth;(11, 5);Idle;(4, 4);False;1;43
;(11, 5);Idle;(4, 4);False;1;44
;(11, 5);Idle;(4, 4);False;1;45
;(11, 5);Idle;(4, 4);False;1;46
;(11, 5);Idle;(4, 4);False;1;47
MoveWest;(10, 5);Idle;(4, 4);False;1;48
;(10, 5);Idle;(4, 4);False;1;49
;(10, 5);Idle;(4, 4);False;1;50
;(10, 5);Idle;(4, 4);False;1;51
MoveWest;(9, 5);Idle;(4, 4);False;1;52
;(9, 5);Idle;(4, 4);False;1;53
;(9, 5);Idle;(4, 4);False;1;54
;(9, 5);Idle;(4, 4);False;1;55
;(9, 5);Idle;(4, 4);False;1;56
GrabObject;(9, 5);;(4, 4);False;1;57
;(9, 5);MoveEast;(4, 4);False;1;58
MoveWest;(8, 5);MoveEast;(4, 4);False;1;59
