human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
MoveEast;(4, 4);1;13
;(4, 4);1;14
;(4, 4);1;15
;(4, 4);1;16
;(4, 4);1;17
;(4, 4);1;18
;(4, 4);1;19
;(4, 4);1;20
;(4, 4);1;21
;(4, 4);1;22
;(4, 4);1;23
MoveEast;(5, 4);1;24
MoveEast;(6, 4);1;25
MoveEast;(7, 4);1;26
MoveEast;(8, 4);1;27
MoveEast;(9, 4);1;28
MoveEast;(10, 4);1;29
;(10, 4);1;30
;(10, 4);1;31
;(10, 4);1;32
MoveEast;(11, 4);1;33
;(11, 4);1;34
;(11, 4);1;35
;(11, 4);1;36
;(11, 4);1;37
;(11, 4);1;38
MoveSouth;(11, 5);1;39
;(11, 5);1;40
;(11, 5);1;41
MoveWest;(10, 5);1;42
;(10, 5);1;43
;(10, 5);1;44
;(10, 5);1;45
;(10, 5);1;46
;(10, 5);1;47
;(10, 5);1;48
;(10, 5);1;49
;(10, 5);1;50
;(10, 5);1;51
;(10, 5);1;52
MoveWest;(9, 5);1;53
;(9, 5);1;54
;(9, 5);1;55
;(9, 5);1;56
;(9, 5);1;57
;(9, 5);1;58
;(9, 5);1;59
;(9, 5);1;60
;(9, 5);1;61
;(9, 5);1;62
GrabObject;(9, 5);1;63
;(9, 5);1;64
;(9, 5);1;65
;(9, 5);1;66
;(9, 5);1;67
;(9, 5);1;68
;(9, 5);1;69
;(9, 5);1;70
;(9, 5);1;71
MoveWest;(8, 5);1;72
;(8, 5);1;73
;(8, 5);1;74
;(8, 5);1;75
;(8, 5);1;76
;(8, 5);1;77
;(8, 5);1;78
;(8, 5);1;79
;(8, 5);1;80
MoveWest;(7, 5);1;81
;(7, 5);1;82
;(7, 5);1;83
MoveWest;(6, 5);1;84
;(6, 5);1;85
;(6, 5);1;86
MoveWest;(5, 5);1;87
;(5, 5);1;88
;(5, 5);1;89
;(5, 5);1;90
;(5, 5);1;91
MoveWest;(4, 5);1;92
;(4, 5);1;93
;(4, 5);1;94
;(4, 5);1;95
MoveWest;(3, 5);1;96
;(3, 5);1;97
;(3, 5);1;98
;(3, 5);1;99
;(3, 5);1;100
;(3, 5);1;101
;(3, 5);1;102
;(3, 5);1;103
;(3, 5);1;104
;(3, 5);1;105
DropObject;(3, 5);1;106
;(3, 5);1;107
;(3, 5);1;108
;(3, 5);1;109
;(3, 5);1;110
MoveEast;(4, 5);1;111
;(4, 5);1;112
;(4, 5);1;113
;(4, 5);1;114
;(4, 5);1;115
;(4, 5);1;116
;(4, 5);1;117
;(4, 5);1;118
;(4, 5);1;119
;(4, 5);1;120
MoveEast;(5, 5);1;121
MoveEast;(6, 5);1;122
MoveEast;(7, 5);1;123
MoveEast;(8, 5);1;124
MoveEast;(9, 5);1;125
MoveEast;(10, 5);1;126
MoveEast;(11, 5);1;127
;(11, 5);1;128
;(11, 5);1;129
;(11, 5);1;130
;(11, 5);1;131
;(11, 5);1;132
;(11, 5);1;133
;(11, 5);1;134
;(11, 5);1;135
MoveNorth;(11, 4);1;136
;(11, 4);1;137
;(11, 4);1;138
;(11, 4);1;139
MoveWest;(10, 4);1;140
;(10, 4);1;141
;(10, 4);1;142
;(10, 4);1;143
;(10, 4);1;144
MoveWest;(9, 4);1;145
;(9, 4);1;146
;(9, 4);1;147
;(9, 4);1;148
;(9, 4);1;149
;(9, 4);1;150
;(9, 4);1;151
;(9, 4);1;152
;(9, 4);1;153
;(9, 4);1;154
;(9, 4);1;155
;(9, 4);1;156
;(9, 4);1;157
;(9, 4);1;158
;(9, 4);1;159
DropObject;(9, 4);1;160
;(9, 4);1;161
;(9, 4);1;162
;(9, 4);1;163
;(9, 4);1;164
;(9, 4);1;165
;(9, 4);1;166
;(9, 4);1;167
;(9, 4);1;168
MoveWest;(8, 4);1;169
;(8, 4);1;170
;(8, 4);1;171
;(8, 4);1;172
;(8, 4);1;173
;(8, 4);1;174
;(8, 4);1;175
;(8, 4);1;176
;(8, 4);1;177
MoveEast;(9, 4);1;178
;(9, 4);1;179
;(9, 4);1;180
;(9, 4);1;181
;(9, 4);1;182
;(9, 4);1;183
MoveSouth;(9, 5);1;184
;(9, 5);1;185
;(9, 5);1;186
;(9, 5);1;187
MoveEast;(10, 5);1;188
;(10, 5);1;189
;(10, 5);1;190
;(10, 5);1;191
;(10, 5);1;192
;(10, 5);1;193
;(10, 5);1;194
;(10, 5);1;195
;(10, 5);1;196
;(10, 5);1;197
;(10, 5);1;198
;(10, 5);1;199
;(10, 5);1;200
;(10, 5);1;201
;(10, 5);1;202
DropObject;(10, 5);1;203
;(10, 5);1;204
;(10, 5);1;205
;(10, 5);1;206
;(10, 5);1;207
;(10, 5);1;208
;(10, 5);1;209
;(10, 5);1;210
;(10, 5);1;211
;(10, 5);1;212
DropObject;(10, 5);1;213
;(10, 5);1;214
;(10, 5);1;215
;(10, 5);1;216
;(10, 5);1;217
;(10, 5);1;218
GrabObject;(10, 5);1;219
;(10, 5);1;220
;(10, 5);1;221
;(10, 5);1;222
;(10, 5);1;223
;(10, 5);1;224
;(10, 5);1;225
MoveWest;(9, 5);1;226
;(9, 5);1;227
;(9, 5);1;228
;(9, 5);1;229
;(9, 5);1;230
;(9, 5);1;231
;(9, 5);1;232
MoveWest;(8, 5);1;233
;(8, 5);1;234
;(8, 5);1;235
MoveWest;(7, 5);1;236
;(7, 5);1;237
;(7, 5);1;238
MoveWest;(6, 5);1;239
;(6, 5);1;240
;(6, 5);1;241
MoveWest;(5, 5);1;242
;(5, 5);1;243
;(5, 5);1;244
;(5, 5);1;245
MoveWest;(4, 5);1;246
;(4, 5);1;247
;(4, 5);1;248
MoveWest;(3, 5);1;249
;(3, 5);1;250
;(3, 5);1;251
;(3, 5);1;252
;(3, 5);1;253
;(3, 5);1;254
;(3, 5);1;255
;(3, 5);1;256
;(3, 5);1;257
;(3, 5);1;258
;(3, 5);1;259
;(3, 5);1;260
DropObject;(3, 5);1;261
;(3, 5);1;262
;(3, 5);1;263
;(3, 5);1;264
;(3, 5);1;265
;(3, 5);1;266
MoveEast;(4, 5);1;267
;(4, 5);1;268
;(4, 5);1;269
;(4, 5);1;270
MoveEast;(5, 5);1;271
;(5, 5);1;272
;(5, 5);1;273
;(5, 5);1;274
;(5, 5);1;275
;(5, 5);1;276
;(5, 5);1;277
;(5, 5);1;278
MoveEast;(6, 5);1;279
;(6, 5);1;280
;(6, 5);1;281
;(6, 5);1;282
;(6, 5);1;283
;(6, 5);1;284
MoveEast;(7, 5);1;285
;(7, 5);1;286
;(7, 5);1;287
;(7, 5);1;288
;(7, 5);1;289
MoveEast;(8, 5);1;290
;(8, 5);1;291
;(8, 5);1;292
;(8, 5);1;293
MoveEast;(9, 5);1;294
;(9, 5);1;295
;(9, 5);1;296
;(9, 5);1;297
;(9, 5);1;298
;(9, 5);1;299
;(9, 5);1;300
;(9, 5);1;301
;(9, 5);1;302
MoveSouth;(9, 6);1;303
;(9, 6);1;304
;(9, 6);1;305
;(9, 6);1;306
;(9, 6);1;307
;(9, 6);1;308
;(9, 6);1;309
MoveWest;(8, 6);1;310
;(8, 6);1;311
;(8, 6);1;312
;(8, 6);1;313
;(8, 6);1;314
;(8, 6);1;315
;(8, 6);1;316
;(8, 6);1;317
;(8, 6);1;318
;(8, 6);1;319
;(8, 6);1;320
;(8, 6);1;321
GrabObject;(8, 6);1;322
;(8, 6);1;323
;(8, 6);1;324
;(8, 6);1;325
;(8, 6);1;326
;(8, 6);1;327
;(8, 6);1;328
;(8, 6);1;329
;(8, 6);1;330
;(8, 6);1;331
GrabObject;(8, 6);1;332
GrabObject;(8, 6);1;333
GrabObject;(8, 6);1;334
;(8, 6);1;335
;(8, 6);1;336
;(8, 6);1;337
MoveWest;(7, 6);1;338
;(7, 6);1;339
;(7, 6);1;340
;(7, 6);1;341
MoveWest;(6, 6);1;342
;(6, 6);1;343
;(6, 6);1;344
MoveWest;(5, 6);1;345
;(5, 6);1;346
;(5, 6);1;347
MoveWest;(4, 6);1;348
;(4, 6);1;349
;(4, 6);1;350
;(4, 6);1;351
;(4, 6);1;352
;(4, 6);1;353
;(4, 6);1;354
;(4, 6);1;355
DropObject;(4, 6);1;356
;(4, 6);1;357
;(4, 6);1;358
;(4, 6);1;359
;(4, 6);1;360
MoveEast;(5, 6);1;361
;(5, 6);1;362
;(5, 6);1;363
;(5, 6);1;364
MoveEast;(6, 6);1;365
;(6, 6);1;366
;(6, 6);1;367
MoveEast;(7, 6);1;368
;(7, 6);1;369
;(7, 6);1;370
;(7, 6);1;371
;(7, 6);1;372
;(7, 6);1;373
;(7, 6);1;374
MoveEast;(8, 6);1;375
