human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
;(3, 4);1;15
;(3, 4);1;16
;(3, 4);1;17
;(3, 4);1;18
;(3, 4);1;19
;(3, 4);1;20
;(3, 4);1;21
;(3, 4);1;22
;(3, 4);1;23
;(3, 4);1;24
;(3, 4);1;25
;(3, 4);1;26
;(3, 4);1;27
;(3, 4);1;28
;(3, 4);1;29
;(3, 4);1;30
;(3, 4);1;31
;(3, 4);1;32
;(3, 4);1;33
;(3, 4);1;34
;(3, 4);1;35
;(3, 4);1;36
;(3, 4);1;37
;(3, 4);1;38
;(3, 4);1;39
;(3, 4);1;40
;(3, 4);1;41
;(3, 4);1;42
;(3, 4);1;43
;(3, 4);1;44
;(3, 4);1;45
;(3, 4);1;46
;(3, 4);1;47
;(3, 4);1;48
MoveEast;(4, 4);1;49
;(4, 4);1;50
;(4, 4);1;51
;(4, 4);1;52
;(4, 4);1;53
;(4, 4);1;54
;(4, 4);1;55
;(4, 4);1;56
;(4, 4);1;57
;(4, 4);1;58
;(4, 4);1;59
;(4, 4);1;60
;(4, 4);1;61
;(4, 4);1;62
;(4, 4);1;63
;(4, 4);1;64
;(4, 4);1;65
;(4, 4);1;66
;(4, 4);1;67
;(4, 4);1;68
;(4, 4);1;69
;(4, 4);1;70
;(4, 4);1;71
;(4, 4);1;72
;(4, 4);1;73
;(4, 4);1;74
;(4, 4);1;75
;(4, 4);1;76
;(4, 4);1;77
;(4, 4);1;78
;(4, 4);1;79
;(4, 4);1;80
;(4, 4);1;81
;(4, 4);1;82
;(4, 4);1;83
;(4, 4);1;84
;(4, 4);1;85
MoveEast;(5, 4);1;86
;(5, 4);1;87
;(5, 4);1;88
;(5, 4);1;89
MoveEast;(6, 4);1;90
;(6, 4);1;91
MoveEast;(7, 4);1;92
;(7, 4);1;93
;(7, 4);1;94
MoveEast;(8, 4);1;95
;(8, 4);1;96
;(8, 4);1;97
MoveEast;(9, 4);1;98
;(9, 4);1;99
;(9, 4);1;100
;(9, 4);1;101
;(9, 4);1;102
;(9, 4);1;103
;(9, 4);1;104
MoveSouth;(9, 5);1;105
;(9, 5);1;106
;(9, 5);1;107
;(9, 5);1;108
;(9, 5);1;109
MoveSouth;(9, 6);1;110
;(9, 6);1;111
;(9, 6);1;112
;(9, 6);1;113
;(9, 6);1;114
;(9, 6);1;115
MoveWest;(8, 6);1;116
;(8, 6);1;117
;(8, 6);1;118
;(8, 6);1;119
;(8, 6);1;120
;(8, 6);1;121
;(8, 6);1;122
;(8, 6);1;123
;(8, 6);1;124
;(8, 6);1;125
;(8, 6);1;126
;(8, 6);1;127
;(8, 6);1;128
;(8, 6);1;129
GrabObject;(8, 6);1;130
;(8, 6);1;131
;(8, 6);1;132
;(8, 6);1;133
MoveWest;(7, 6);1;134
;(7, 6);1;135
;(7, 6);1;136
;(7, 6);1;137
;(7, 6);1;138
MoveWest;(6, 6);1;139
;(6, 6);1;140
;(6, 6);1;141
MoveWest;(5, 6);1;142
;(5, 6);1;143
;(5, 6);1;144
;(5, 6);1;145
;(5, 6);1;146
;(5, 6);1;147
;(5, 6);1;148
DropObject;(5, 6);1;149
;(5, 6);1;150
;(5, 6);1;151
;(5, 6);1;152
;(5, 6);1;153
;(5, 6);1;154
;(5, 6);1;155
;(5, 6);1;156
MoveNorth;(5, 5);1;157
;(5, 5);1;158
;(5, 5);1;159
;(5, 5);1;160
;(5, 5);1;161
;(5, 5);1;162
MoveEast;(6, 5);1;163
;(6, 5);1;164
;(6, 5);1;165
;(6, 5);1;166
MoveEast;(7, 5);1;167
;(7, 5);1;168
;(7, 5);1;169
;(7, 5);1;170
;(7, 5);1;171
;(7, 5);1;172
MoveEast;(8, 5);1;173
;(8, 5);1;174
;(8, 5);1;175
;(8, 5);1;176
MoveEast;(9, 5);1;177
;(9, 5);1;178
;(9, 5);1;179
;(9, 5);1;180
;(9, 5);1;181
;(9, 5);1;182
;(9, 5);1;183
;(9, 5);1;184
;(9, 5);1;185
GrabObject;(9, 5);1;186
;(9, 5);1;187
;(9, 5);1;188
MoveWest;(8, 5);1;189
;(8, 5);1;190
;(8, 5);1;191
;(8, 5);1;192
MoveWest;(7, 5);1;193
;(7, 5);1;194
;(7, 5);1;195
MoveWest;(6, 5);1;196
;(6, 5);1;197
;(6, 5);1;198
MoveWest;(5, 5);1;199
;(5, 5);1;200
;(5, 5);1;201
;(5, 5);1;202
MoveWest;(4, 5);1;203
;(4, 5);1;204
;(4, 5);1;205
DropObject;(4, 5);1;206
;(4, 5);1;207
;(4, 5);1;208
;(4, 5);1;209
;(4, 5);1;210
;(4, 5);1;211
;(4, 5);1;212
;(4, 5);1;213
;(4, 5);1;214
;(4, 5);1;215
MoveEast;(5, 5);1;216
;(5, 5);1;217
;(5, 5);1;218
MoveEast;(6, 5);1;219
;(6, 5);1;220
;(6, 5);1;221
MoveEast;(7, 5);1;222
;(7, 5);1;223
;(7, 5);1;224
MoveEast;(8, 5);1;225
;(8, 5);1;226
;(8, 5);1;227
MoveEast;(9, 5);1;228
;(9, 5);1;229
;(9, 5);1;230
MoveEast;(10, 5);1;231
;(10, 5);1;232
MoveEast;(11, 5);1;233
;(11, 5);1;234
;(11, 5);1;235
MoveEast;(12, 5);1;236
;(12, 5);1;237
;(12, 5);1;238
;(12, 5);1;239
;(12, 5);1;240
;(12, 5);1;241
MoveWest;(11, 5);1;242
;(11, 5);1;243
;(11, 5);1;244
;(11, 5);1;245
GrabObject;(11, 5);1;246
;(11, 5);1;247
;(11, 5);1;248
MoveWest;(10, 5);1;249
;(10, 5);1;250
;(10, 5);1;251
MoveWest;(9, 5);1;252
;(9, 5);1;253
;(9, 5);1;254
MoveWest;(8, 5);1;255
;(8, 5);1;256
MoveWest;(7, 5);1;257
;(7, 5);1;258
;(7, 5);1;259
;(7, 5);1;260
MoveWest;(6, 5);1;261
;(6, 5);1;262
;(6, 5);1;263
MoveWest;(5, 5);1;264
;(5, 5);1;265
;(5, 5);1;266
MoveWest;(4, 5);1;267
;(4, 5);1;268
;(4, 5);1;269
DropObject;(4, 5);1;270
;(4, 5);1;271
;(4, 5);1;272
;(4, 5);1;273
;(4, 5);1;274
;(4, 5);1;275
;(4, 5);1;276
;(4, 5);1;277
;(4, 5);1;278
;(4, 5);1;279
MoveEast;(5, 5);1;280
;(5, 5);1;281
;(5, 5);1;282
MoveEast;(6, 5);1;283
;(6, 5);1;284
;(6, 5);1;285
MoveEast;(7, 5);1;286
;(7, 5);1;287
;(7, 5);1;288
MoveEast;(8, 5);1;289
;(8, 5);1;290
;(8, 5);1;291
MoveEast;(9, 5);1;292
;(9, 5);1;293
;(9, 5);1;294
;(9, 5);1;295
MoveEast;(10, 5);1;296
;(10, 5);1;297
;(10, 5);1;298
;(10, 5);1;299
MoveSouth;(10, 6);1;300
;(10, 6);1;301
;(10, 6);1;302
;(10, 6);1;303
GrabObject;(10, 6);1;304
;(10, 6);1;305
;(10, 6);1;306
;(10, 6);1;307
;(10, 6);1;308
;(10, 6);1;309
MoveWest;(9, 6);1;310
;(9, 6);1;311
;(9, 6);1;312
MoveWest;(8, 6);1;313
;(8, 6);1;314
;(8, 6);1;315
MoveWest;(7, 6);1;316
;(7, 6);1;317
;(7, 6);1;318
MoveWest;(6, 6);1;319
;(6, 6);1;320
;(6, 6);1;321
;(6, 6);1;322
MoveWest;(5, 6);1;323
;(5, 6);1;324
;(5, 6);1;325
MoveWest;(4, 6);1;326
;(4, 6);1;327
;(4, 6);1;328
;(4, 6);1;329
;(4, 6);1;330
;(4, 6);1;331
DropObject;(4, 6);1;332
;(4, 6);1;333
;(4, 6);1;334
;(4, 6);1;335
;(4, 6);1;336
;(4, 6);1;337
;(4, 6);1;338
;(4, 6);1;339
MoveEast;(5, 6);1;340
;(5, 6);1;341
;(5, 6);1;342
;(5, 6);1;343
MoveEast;(6, 6);1;344
;(6, 6);1;345
;(6, 6);1;346
MoveEast;(7, 6);1;347
;(7, 6);1;348
;(7, 6);1;349
;(7, 6);1;350
MoveEast;(8, 6);1;351
;(8, 6);1;352
MoveEast;(9, 6);1;353
;(9, 6);1;354
;(9, 6);1;355
MoveEast;(10, 6);1;356
;(10, 6);1;357
;(10, 6);1;358
;(10, 6);1;359
;(10, 6);1;360
GrabObject;(10, 6);1;361
;(10, 6);1;362
;(10, 6);1;363
;(10, 6);1;364
;(10, 6);1;365
;(10, 6);1;366
;(10, 6);1;367
;(10, 6);1;368
;(10, 6);1;369
;(10, 6);1;370
;(10, 6);1;371
;(10, 6);1;372
MoveEast;(11, 6);1;373
;(11, 6);1;374
;(11, 6);1;375
