human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
;(3, 4);;(4, 4);False;1;1
;(3, 4);;(4, 4);remove large rock from right side of pile;1;2
;(3, 4);;(4, 4);remove large rock from right side of pile;1;3
;(3, 4);MoveSouthEast;(4, 4);remove large rock from right side of pile;1;4
;(3, 4);MoveSouthEast;(4, 4);remove large rock from right side of pile;1;5
;(3, 4);MoveSouthEast;(4, 4);remove large rock from right side of pile;1;6
;(3, 4);MoveSouthEast;(4, 4);remove large rock from right side of pile;1;7
;(3, 4);MoveSouthEast;(4, 4);remove large rock from right side of pile;1;8
;(3, 4);MoveSouthEast;(4, 4);remove large rock from right side of pile;1;9
;(3, 4);MoveSouthEast;(4, 4);remove large rock from right side of pile;1;10
;(3, 4);MoveSouthEast;(4, 4);remove large rock from right side of pile;1;11
;(3, 4);MoveSouthEast;(4, 4);remove large rock from right side of pile;1;12
;(3, 4);MoveSouthEast;(4, 4);remove large rock from right side of pile;1;13
;(3, 4);MoveSouthEast;(5, 5);remove large rock from right side of pile;1;14
;(3, 4);MoveEast;(5, 5);remove large rock from right side of pile;1;15
MoveSouth;(3, 5);MoveEast;(5, 5);remove large rock from right side of pile;1;16
;(3, 5);MoveEast;(5, 5);remove large rock from right side of pile;1;17
;(3, 5);MoveEast;(5, 5);remove large rock from right side of pile;1;18
;(3, 5);MoveEast;(5, 5);remove large rock from right side of pile;1;19
;(3, 5);MoveEast;(5, 5);remove large rock from right side of pile;1;20
;(3, 5);MoveEast;(5, 5);remove large rock from right side of pile;1;21
;(3, 5);MoveEast;(5, 5);remove large rock from right side of pile;1;22
MoveEast;(4, 5);MoveEast;(5, 5);remove large rock from right side of pile;1;23
;(4, 5);MoveEast;(5, 5);remove large rock from right side of pile;1;24
;(4, 5);MoveEast;(6, 5);remove large rock from right side of pile;1;25
;(4, 5);MoveSouthEast;(6, 5);remove large rock from right side of pile;1;26
MoveEast;(5, 5);MoveSouthEast;(6, 5);remove large rock from right side of pile;1;27
;(5, 5);MoveSouthEast;(6, 5);remove large rock from right side of pile;1;28
;(5, 5);MoveSouthEast;(6, 5);remove large rock from right side of pile;1;29
;(5, 5);MoveSouthEast;(6, 5);remove large rock from right side of pile;1;30
MoveEast;(6, 5);MoveSouthEast;(6, 5);remove large rock from right side of pile;1;31
;(6, 5);MoveSouthEast;(6, 5);remove large rock from right side of pile;1;32
;(6, 5);MoveSouthEast;(6, 5);remove large rock from right side of pile;1;33
;(6, 5);MoveSouthEast;(6, 5);remove large rock from right side of pile;1;34
;(6, 5);MoveSouthEast;(6, 5);remove large rock from right side of pile;1;35
MoveEast;(7, 5);MoveSouthEast;(7, 6);remove large rock from right side of pile;1;36
;(7, 5);GrabLargeObject;(7, 6);remove large rock from right side of pile;1;37
;(7, 5);GrabLargeObject;(7, 6);remove large rock from right side of pile;1;38
;(7, 5);GrabLargeObject;(7, 6);remove large rock from right side of pile;1;39
