human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
MoveWest;(2, 4);1;1
;(2, 4);1;2
;(2, 4);1;3
;(2, 4);1;4
;(2, 4);1;5
;(2, 4);1;6
;(2, 4);1;7
;(2, 4);1;8
;(2, 4);1;9
;(2, 4);1;10
;(2, 4);1;11
;(2, 4);1;12
;(2, 4);1;13
;(2, 4);1;14
;(2, 4);1;15
;(2, 4);1;16
;(2, 4);1;17
;(2, 4);1;18
;(2, 4);1;19
;(2, 4);1;20
;(2, 4);1;21
;(2, 4);1;22
;(2, 4);1;23
;(2, 4);1;24
;(2, 4);1;25
;(2, 4);1;26
;(2, 4);1;27
;(2, 4);1;28
;(2, 4);1;29
;(2, 4);1;30
;(2, 4);1;31
;(2, 4);1;32
;(2, 4);1;33
;(2, 4);1;34
;(2, 4);1;35
;(2, 4);1;36
;(2, 4);1;37
;(2, 4);1;38
;(2, 4);1;39
;(2, 4);1;40
;(2, 4);1;41
;(2, 4);1;42
;(2, 4);1;43
;(2, 4);1;44
;(2, 4);1;45
;(2, 4);1;46
;(2, 4);1;47
;(2, 4);1;48
;(2, 4);1;49
MoveEast;(3, 4);1;50
;(3, 4);1;51
;(3, 4);1;52
MoveEast;(4, 4);1;53
;(4, 4);1;54
;(4, 4);1;55
MoveEast;(5, 4);1;56
;(5, 4);1;57
;(5, 4);1;58
;(5, 4);1;59
;(5, 4);1;60
;(5, 4);1;61
;(5, 4);1;62
;(5, 4);1;63
;(5, 4);1;64
;(5, 4);1;65
;(5, 4);1;66
;(5, 4);1;67
;(5, 4);1;68
;(5, 4);1;69
MoveSouth;(5, 5);1;70
;(5, 5);1;71
;(5, 5);1;72
;(5, 5);1;73
;(5, 5);1;74
;(5, 5);1;75
;(5, 5);1;76
;(5, 5);1;77
;(5, 5);1;78
;(5, 5);1;79
;(5, 5);1;80
;(5, 5);1;81
;(5, 5);1;82
;(5, 5);1;83
;(5, 5);1;84
;(5, 5);1;85
;(5, 5);1;86
;(5, 5);1;87
;(5, 5);1;88
MoveEast;(6, 5);1;89
;(6, 5);1;90
;(6, 5);1;91
;(6, 5);1;92
;(6, 5);1;93
MoveEast;(7, 5);1;94
;(7, 5);1;95
;(7, 5);1;96
;(7, 5);1;97
MoveEast;(8, 5);1;98
;(8, 5);1;99
;(8, 5);1;100
MoveEast;(9, 5);1;101
;(9, 5);1;102
;(9, 5);1;103
;(9, 5);1;104
MoveEast;(10, 5);1;105
;(10, 5);1;106
;(10, 5);1;107
;(10, 5);1;108
;(10, 5);1;109
MoveEast;(11, 5);1;110
;(11, 5);1;111
;(11, 5);1;112
