human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
;(3, 4);1;15
;(3, 4);1;16
;(3, 4);1;17
MoveEast;(4, 4);1;18
;(4, 4);1;19
;(4, 4);1;20
;(4, 4);1;21
;(4, 4);1;22
;(4, 4);1;23
;(4, 4);1;24
MoveEast;(5, 4);1;25
;(5, 4);1;26
;(5, 4);1;27
;(5, 4);1;28
;(5, 4);1;29
;(5, 4);1;30
;(5, 4);1;31
MoveEast;(6, 4);1;32
;(6, 4);1;33
;(6, 4);1;34
;(6, 4);1;35
;(6, 4);1;36
;(6, 4);1;37
MoveSouth;(6, 5);1;38
;(6, 5);1;39
;(6, 5);1;40
;(6, 5);1;41
;(6, 5);1;42
;(6, 5);1;43
;(6, 5);1;44
;(6, 5);1;45
;(6, 5);1;46
;(6, 5);1;47
MoveEast;(7, 5);1;48
;(7, 5);1;49
;(7, 5);1;50
;(7, 5);1;51
;(7, 5);1;52
MoveEast;(8, 5);1;53
;(8, 5);1;54
;(8, 5);1;55
;(8, 5);1;56
MoveEast;(9, 5);1;57
;(9, 5);1;58
;(9, 5);1;59
;(9, 5);1;60
MoveEast;(10, 5);1;61
;(10, 5);1;62
;(10, 5);1;63
;(10, 5);1;64
;(10, 5);1;65
;(10, 5);1;66
;(10, 5);1;67
;(10, 5);1;68
;(10, 5);1;69
;(10, 5);1;70
;(10, 5);1;71
;(10, 5);1;72
;(10, 5);1;73
;(10, 5);1;74
;(10, 5);1;75
;(10, 5);1;76
;(10, 5);1;77
MoveEast;(11, 5);1;78
;(11, 5);1;79
;(11, 5);1;80
;(11, 5);1;81
;(11, 5);1;82
;(11, 5);1;83
;(11, 5);1;84
;(11, 5);1;85
;(11, 5);1;86
;(11, 5);1;87
;(11, 5);1;88
;(11, 5);1;89
;(11, 5);1;90
MoveWest;(10, 5);1;91
;(10, 5);1;92
;(10, 5);1;93
;(10, 5);1;94
;(10, 5);1;95
;(10, 5);1;96
MoveWest;(9, 5);1;97
;(9, 5);1;98
;(9, 5);1;99
;(9, 5);1;100
;(9, 5);1;101
;(9, 5);1;102
;(9, 5);1;103
;(9, 5);1;104
;(9, 5);1;105
;(9, 5);1;106
;(9, 5);1;107
;(9, 5);1;108
;(9, 5);1;109
;(9, 5);1;110
;(9, 5);1;111
;(9, 5);1;112
;(9, 5);1;113
;(9, 5);1;114
;(9, 5);1;115
;(9, 5);1;116
;(9, 5);1;117
MoveNorth;(9, 4);1;118
;(9, 4);1;119
;(9, 4);1;120
;(9, 4);1;121
;(9, 4);1;122
;(9, 4);1;123
;(9, 4);1;124
;(9, 4);1;125
;(9, 4);1;126
;(9, 4);1;127
;(9, 4);1;128
;(9, 4);1;129
;(9, 4);1;130
;(9, 4);1;131
;(9, 4);1;132
GrabObject;(9, 4);1;133
;(9, 4);1;134
;(9, 4);1;135
;(9, 4);1;136
;(9, 4);1;137
;(9, 4);1;138
;(9, 4);1;139
;(9, 4);1;140
MoveWest;(8, 4);1;141
;(8, 4);1;142
;(8, 4);1;143
;(8, 4);1;144
;(8, 4);1;145
;(8, 4);1;146
;(8, 4);1;147
MoveWest;(7, 4);1;148
;(7, 4);1;149
;(7, 4);1;150
;(7, 4);1;151
;(7, 4);1;152
;(7, 4);1;153
;(7, 4);1;154
;(7, 4);1;155
GrabObject;(7, 4);1;156
;(7, 4);1;157
;(7, 4);1;158
;(7, 4);1;159
;(7, 4);1;160
;(7, 4);1;161
;(7, 4);1;162
;(7, 4);1;163
;(7, 4);1;164
;(7, 4);1;165
;(7, 4);1;166
;(7, 4);1;167
;(7, 4);1;168
;(7, 4);1;169
;(7, 4);1;170
;(7, 4);1;171
;(7, 4);1;172
;(7, 4);1;173
;(7, 4);1;174
MoveSouth;(7, 5);1;175
;(7, 5);1;176
;(7, 5);1;177
;(7, 5);1;178
;(7, 5);1;179
;(7, 5);1;180
;(7, 5);1;181
;(7, 5);1;182
;(7, 5);1;183
;(7, 5);1;184
;(7, 5);1;185
;(7, 5);1;186
;(7, 5);1;187
;(7, 5);1;188
;(7, 5);1;189
;(7, 5);1;190
MoveWest;(6, 5);1;191
;(6, 5);1;192
;(6, 5);1;193
;(6, 5);1;194
;(6, 5);1;195
;(6, 5);1;196
;(6, 5);1;197
;(6, 5);1;198
;(6, 5);1;199
;(6, 5);1;200
;(6, 5);1;201
;(6, 5);1;202
GrabObject;(6, 5);1;203
;(6, 5);1;204
;(6, 5);1;205
;(6, 5);1;206
;(6, 5);1;207
;(6, 5);1;208
;(6, 5);1;209
;(6, 5);1;210
DropObject;(6, 5);1;211
;(6, 5);1;212
;(6, 5);1;213
;(6, 5);1;214
;(6, 5);1;215
;(6, 5);1;216
;(6, 5);1;217
;(6, 5);1;218
;(6, 5);1;219
;(6, 5);1;220
;(6, 5);1;221
MoveEast;(7, 5);1;222
;(7, 5);1;223
;(7, 5);1;224
;(7, 5);1;225
;(7, 5);1;226
;(7, 5);1;227
;(7, 5);1;228
MoveEast;(8, 5);1;229
;(8, 5);1;230
;(8, 5);1;231
;(8, 5);1;232
;(8, 5);1;233
;(8, 5);1;234
;(8, 5);1;235
MoveSouth;(8, 6);1;236
;(8, 6);1;237
;(8, 6);1;238
;(8, 6);1;239
;(8, 6);1;240
MoveEast;(9, 6);1;241
;(9, 6);1;242
;(9, 6);1;243
;(9, 6);1;244
;(9, 6);1;245
MoveEast;(10, 6);1;246
;(10, 6);1;247
;(10, 6);1;248
;(10, 6);1;249
;(10, 6);1;250
MoveNorth;(10, 5);1;251
;(10, 5);1;252
;(10, 5);1;253
;(10, 5);1;254
;(10, 5);1;255
;(10, 5);1;256
;(10, 5);1;257
;(10, 5);1;258
;(10, 5);1;259
GrabObject;(10, 5);1;260
;(10, 5);1;261
;(10, 5);1;262
;(10, 5);1;263
;(10, 5);1;264
;(10, 5);1;265
;(10, 5);1;266
;(10, 5);1;267
;(10, 5);1;268
;(10, 5);1;269
;(10, 5);1;270
;(10, 5);1;271
;(10, 5);1;272
MoveWest;(9, 5);1;273
;(9, 5);1;274
;(9, 5);1;275
;(9, 5);1;276
;(9, 5);1;277
MoveWest;(8, 5);1;278
;(8, 5);1;279
;(8, 5);1;280
;(8, 5);1;281
MoveWest;(7, 5);1;282
;(7, 5);1;283
;(7, 5);1;284
;(7, 5);1;285
;(7, 5);1;286
MoveWest;(6, 5);1;287
;(6, 5);1;288
;(6, 5);1;289
;(6, 5);1;290
;(6, 5);1;291
;(6, 5);1;292
;(6, 5);1;293
MoveWest;(5, 5);1;294
;(5, 5);1;295
;(5, 5);1;296
;(5, 5);1;297
;(5, 5);1;298
MoveSouth;(5, 6);1;299
;(5, 6);1;300
;(5, 6);1;301
;(5, 6);1;302
;(5, 6);1;303
MoveSouth;(5, 7);1;304
;(5, 7);1;305
;(5, 7);1;306
;(5, 7);1;307
MoveWest;(4, 7);1;308
;(4, 7);1;309
;(4, 7);1;310
;(4, 7);1;311
;(4, 7);1;312
;(4, 7);1;313
;(4, 7);1;314
;(4, 7);1;315
;(4, 7);1;316
GrabObject;(4, 7);1;317
;(4, 7);1;318
;(4, 7);1;319
;(4, 7);1;320
;(4, 7);1;321
;(4, 7);1;322
;(4, 7);1;323
;(4, 7);1;324
;(4, 7);1;325
;(4, 7);1;326
;(4, 7);1;327
DropObject;(4, 7);1;328
;(4, 7);1;329
;(4, 7);1;330
;(4, 7);1;331
;(4, 7);1;332
;(4, 7);1;333
;(4, 7);1;334
;(4, 7);1;335
;(4, 7);1;336
;(4, 7);1;337
;(4, 7);1;338
MoveNorth;(4, 6);1;339
;(4, 6);1;340
;(4, 6);1;341
;(4, 6);1;342
;(4, 6);1;343
MoveNorth;(4, 5);1;344
;(4, 5);1;345
;(4, 5);1;346
;(4, 5);1;347
;(4, 5);1;348
;(4, 5);1;349
MoveEast;(5, 5);1;350
;(5, 5);1;351
;(5, 5);1;352
;(5, 5);1;353
;(5, 5);1;354
MoveEast;(6, 5);1;355
;(6, 5);1;356
;(6, 5);1;357
;(6, 5);1;358
MoveEast;(7, 5);1;359
;(7, 5);1;360
;(7, 5);1;361
;(7, 5);1;362
MoveEast;(8, 5);1;363
;(8, 5);1;364
;(8, 5);1;365
;(8, 5);1;366
MoveEast;(9, 5);1;367
;(9, 5);1;368
;(9, 5);1;369
;(9, 5);1;370
MoveEast;(10, 5);1;371
;(10, 5);1;372
;(10, 5);1;373
;(10, 5);1;374
;(10, 5);1;375
;(10, 5);1;376
;(10, 5);1;377
;(10, 5);1;378
;(10, 5);1;379
;(10, 5);1;380
;(10, 5);1;381
;(10, 5);1;382
;(10, 5);1;383
;(10, 5);1;384
