human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
MoveEast;(4, 4);1;15
;(4, 4);1;16
;(4, 4);1;17
MoveEast;(5, 4);1;18
;(5, 4);1;19
;(5, 4);1;20
;(5, 4);1;21
;(5, 4);1;22
;(5, 4);1;23
MoveEast;(6, 4);1;24
;(6, 4);1;25
;(6, 4);1;26
;(6, 4);1;27
MoveEast;(7, 4);1;28
;(7, 4);1;29
;(7, 4);1;30
;(7, 4);1;31
;(7, 4);1;32
MoveSouth;(7, 5);1;33
;(7, 5);1;34
;(7, 5);1;35
;(7, 5);1;36
MoveSouth;(7, 6);1;37
;(7, 6);1;38
;(7, 6);1;39
;(7, 6);1;40
;(7, 6);1;41
;(7, 6);1;42
;(7, 6);1;43
;(7, 6);1;44
MoveEast;(8, 6);1;45
;(8, 6);1;46
;(8, 6);1;47
;(8, 6);1;48
;(8, 6);1;49
;(8, 6);1;50
;(8, 6);1;51
MoveNorth;(8, 5);1;52
;(8, 5);1;53
;(8, 5);1;54
;(8, 5);1;55
MoveNorth;(8, 4);1;56
;(8, 4);1;57
;(8, 4);1;58
;(8, 4);1;59
;(8, 4);1;60
MoveNorth;(8, 3);1;61
;(8, 3);1;62
;(8, 3);1;63
MoveEast;(9, 3);1;64
;(9, 3);1;65
;(9, 3);1;66
;(9, 3);1;67
MoveEast;(10, 3);1;68
;(10, 3);1;69
;(10, 3);1;70
;(10, 3);1;71
;(10, 3);1;72
MoveSouth;(10, 4);1;73
;(10, 4);1;74
;(10, 4);1;75
;(10, 4);1;76
MoveWest;(9, 4);1;77
;(9, 4);1;78
;(9, 4);1;79
;(9, 4);1;80
MoveWest;(8, 4);1;81
;(8, 4);1;82
;(8, 4);1;83
;(8, 4);1;84
;(8, 4);1;85
MoveSouth;(8, 5);1;86
;(8, 5);1;87
;(8, 5);1;88
;(8, 5);1;89
;(8, 5);1;90
;(8, 5);1;91
;(8, 5);1;92
;(8, 5);1;93
;(8, 5);1;94
;(8, 5);1;95
;(8, 5);1;96
MoveWest;(7, 5);1;97
;(7, 5);1;98
;(7, 5);1;99
;(7, 5);1;100
;(7, 5);1;101
;(7, 5);1;102
;(7, 5);1;103
;(7, 5);1;104
;(7, 5);1;105
;(7, 5);1;106
;(7, 5);1;107
;(7, 5);1;108
;(7, 5);1;109
;(7, 5);1;110
;(7, 5);1;111
;(7, 5);1;112
;(7, 5);1;113
;(7, 5);1;114
;(7, 5);1;115
;(7, 5);1;116
;(7, 5);1;117
;(7, 5);1;118
;(7, 5);1;119
;(7, 5);1;120
;(7, 5);1;121
;(7, 5);1;122
;(7, 5);1;123
;(7, 5);1;124
;(7, 5);1;125
;(7, 5);1;126
;(7, 5);1;127
;(7, 5);1;128
;(7, 5);1;129
;(7, 5);1;130
;(7, 5);1;131
;(7, 5);1;132
;(7, 5);1;133
;(7, 5);1;134
;(7, 5);1;135
;(7, 5);1;136
;(7, 5);1;137
;(7, 5);1;138
;(7, 5);1;139
;(7, 5);1;140
;(7, 5);1;141
;(7, 5);1;142
;(7, 5);1;143
;(7, 5);1;144
;(7, 5);1;145
;(7, 5);1;146
;(7, 5);1;147
;(7, 5);1;148
;(7, 5);1;149
;(7, 5);1;150
;(7, 5);1;151
;(7, 5);1;152
;(7, 5);1;153
;(7, 5);1;154
;(7, 5);1;155
;(7, 5);1;156
;(7, 5);1;157
;(7, 5);1;158
;(7, 5);1;159
;(7, 5);1;160
;(7, 5);1;161
;(7, 5);1;162
;(7, 5);1;163
;(7, 5);1;164
;(7, 5);1;165
;(7, 5);1;166
;(7, 5);1;167
;(7, 5);1;168
;(7, 5);1;169
;(7, 5);1;170
;(7, 5);1;171
;(7, 5);1;172
;(7, 5);1;173
;(7, 5);1;174
;(7, 5);1;175
;(7, 5);1;176
;(7, 5);1;177
;(7, 5);1;178
;(7, 5);1;179
;(7, 5);1;180
;(7, 5);1;181
;(7, 5);1;182
;(7, 5);1;183
;(7, 5);1;184
;(7, 5);1;185
;(7, 5);1;186
;(7, 5);1;187
;(7, 5);1;188
;(7, 5);1;189
;(7, 5);1;190
;(7, 5);1;191
;(7, 5);1;192
;(7, 5);1;193
;(7, 5);1;194
;(7, 5);1;195
;(7, 5);1;196
;(7, 5);1;197
;(7, 5);1;198
;(7, 5);1;199
;(7, 5);1;200
;(7, 5);1;201
;(7, 5);1;202
;(7, 5);1;203
;(7, 5);1;204
;(7, 5);1;205
;(7, 5);1;206
;(7, 5);1;207
;(7, 5);1;208
;(7, 5);1;209
;(7, 5);1;210
;(7, 5);1;211
;(7, 5);1;212
;(7, 5);1;213
;(7, 5);1;214
;(7, 5);1;215
;(7, 5);1;216
;(7, 5);1;217
;(7, 5);1;218
;(7, 5);1;219
;(7, 5);1;220
;(7, 5);1;221
;(7, 5);1;222
;(7, 5);1;223
;(7, 5);1;224
;(7, 5);1;225
;(7, 5);1;226
;(7, 5);1;227
;(7, 5);1;228
;(7, 5);1;229
;(7, 5);1;230
;(7, 5);1;231
;(7, 5);1;232
;(7, 5);1;233
;(7, 5);1;234
;(7, 5);1;235
;(7, 5);1;236
;(7, 5);1;237
;(7, 5);1;238
;(7, 5);1;239
;(7, 5);1;240
;(7, 5);1;241
;(7, 5);1;242
;(7, 5);1;243
;(7, 5);1;244
;(7, 5);1;245
;(7, 5);1;246
;(7, 5);1;247
;(7, 5);1;248
;(7, 5);1;249
;(7, 5);1;250
;(7, 5);1;251
;(7, 5);1;252
;(7, 5);1;253
;(7, 5);1;254
;(7, 5);1;255
;(7, 5);1;256
;(7, 5);1;257
;(7, 5);1;258
;(7, 5);1;259
;(7, 5);1;260
;(7, 5);1;261
;(7, 5);1;262
;(7, 5);1;263
;(7, 5);1;264
;(7, 5);1;265
;(7, 5);1;266
;(7, 5);1;267
;(7, 5);1;268
;(7, 5);1;269
;(7, 5);1;270
;(7, 5);1;271
;(7, 5);1;272
;(7, 5);1;273
;(7, 5);1;274
;(7, 5);1;275
;(7, 5);1;276
;(7, 5);1;277
;(7, 5);1;278
;(7, 5);1;279
;(7, 5);1;280
;(7, 5);1;281
;(7, 5);1;282
;(7, 5);1;283
;(7, 5);1;284
;(7, 5);1;285
;(7, 5);1;286
;(7, 5);1;287
;(7, 5);1;288
;(7, 5);1;289
;(7, 5);1;290
;(7, 5);1;291
;(7, 5);1;292
;(7, 5);1;293
;(7, 5);1;294
;(7, 5);1;295
;(7, 5);1;296
;(7, 5);1;297
;(7, 5);1;298
;(7, 5);1;299
;(7, 5);1;300
;(7, 5);1;301
;(7, 5);1;302
;(7, 5);1;303
;(7, 5);1;304
;(7, 5);1;305
;(7, 5);1;306
;(7, 5);1;307
;(7, 5);1;308
;(7, 5);1;309
;(7, 5);1;310
;(7, 5);1;311
;(7, 5);1;312
;(7, 5);1;313
;(7, 5);1;314
;(7, 5);1;315
;(7, 5);1;316
;(7, 5);1;317
;(7, 5);1;318
;(7, 5);1;319
;(7, 5);1;320
;(7, 5);1;321
;(7, 5);1;322
;(7, 5);1;323
;(7, 5);1;324
;(7, 5);1;325
;(7, 5);1;326
;(7, 5);1;327
;(7, 5);1;328
;(7, 5);1;329
;(7, 5);1;330
;(7, 5);1;331
;(7, 5);1;332
;(7, 5);1;333
;(7, 5);1;334
;(7, 5);1;335
;(7, 5);1;336
;(7, 5);1;337
;(7, 5);1;338
;(7, 5);1;339
;(7, 5);1;340
;(7, 5);1;341
;(7, 5);1;342
;(7, 5);1;343
;(7, 5);1;344
;(7, 5);1;345
;(7, 5);1;346
;(7, 5);1;347
;(7, 5);1;348
;(7, 5);1;349
;(7, 5);1;350
;(7, 5);1;351
;(7, 5);1;352
;(7, 5);1;353
;(7, 5);1;354
;(7, 5);1;355
;(7, 5);1;356
;(7, 5);1;357
;(7, 5);1;358
;(7, 5);1;359
;(7, 5);1;360
;(7, 5);1;361
;(7, 5);1;362
;(7, 5);1;363
;(7, 5);1;364
;(7, 5);1;365
;(7, 5);1;366
;(7, 5);1;367
;(7, 5);1;368
;(7, 5);1;369
;(7, 5);1;370
;(7, 5);1;371
;(7, 5);1;372
;(7, 5);1;373
;(7, 5);1;374
;(7, 5);1;375
;(7, 5);1;376
;(7, 5);1;377
;(7, 5);1;378
;(7, 5);1;379
;(7, 5);1;380
;(7, 5);1;381
;(7, 5);1;382
;(7, 5);1;383
;(7, 5);1;384
;(7, 5);1;385
;(7, 5);1;386
;(7, 5);1;387
;(7, 5);1;388
;(7, 5);1;389
;(7, 5);1;390
;(7, 5);1;391
;(7, 5);1;392
;(7, 5);1;393
;(7, 5);1;394
;(7, 5);1;395
;(7, 5);1;396
;(7, 5);1;397
