human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
MoveNorth;(3, 3);1;1
;(3, 3);1;2
;(3, 3);1;3
;(3, 3);1;4
;(3, 3);1;5
;(3, 3);1;6
;(3, 3);1;7
;(3, 3);1;8
;(3, 3);1;9
;(3, 3);1;10
;(3, 3);1;11
;(3, 3);1;12
;(3, 3);1;13
;(3, 3);1;14
;(3, 3);1;15
;(3, 3);1;16
;(3, 3);1;17
;(3, 3);1;18
;(3, 3);1;19
;(3, 3);1;20
;(3, 3);1;21
;(3, 3);1;22
;(3, 3);1;23
;(3, 3);1;24
;(3, 3);1;25
;(3, 3);1;26
;(3, 3);1;27
;(3, 3);1;28
;(3, 3);1;29
MoveEast;(4, 3);1;30
;(4, 3);1;31
;(4, 3);1;32
;(4, 3);1;33
;(4, 3);1;34
;(4, 3);1;35
MoveEast;(5, 3);1;36
;(5, 3);1;37
;(5, 3);1;38
;(5, 3);1;39
;(5, 3);1;40
MoveEast;(6, 3);1;41
;(6, 3);1;42
;(6, 3);1;43
MoveEast;(7, 3);1;44
;(7, 3);1;45
;(7, 3);1;46
MoveEast;(8, 3);1;47
;(8, 3);1;48
;(8, 3);1;49
;(8, 3);1;50
MoveEast;(9, 3);1;51
;(9, 3);1;52
;(9, 3);1;53
;(9, 3);1;54
;(9, 3);1;55
;(9, 3);1;56
;(9, 3);1;57
;(9, 3);1;58
;(9, 3);1;59
;(9, 3);1;60
;(9, 3);1;61
;(9, 3);1;62
;(9, 3);1;63
;(9, 3);1;64
MoveSouth;(9, 4);1;65
;(9, 4);1;66
;(9, 4);1;67
;(9, 4);1;68
;(9, 4);1;69
;(9, 4);1;70
;(9, 4);1;71
;(9, 4);1;72
;(9, 4);1;73
;(9, 4);1;74
MoveWest;(8, 4);1;75
;(8, 4);1;76
;(8, 4);1;77
;(8, 4);1;78
;(8, 4);1;79
;(8, 4);1;80
;(8, 4);1;81
;(8, 4);1;82
MoveSouth;(8, 5);1;83
;(8, 5);1;84
;(8, 5);1;85
;(8, 5);1;86
;(8, 5);1;87
;(8, 5);1;88
;(8, 5);1;89
;(8, 5);1;90
;(8, 5);1;91
;(8, 5);1;92
;(8, 5);1;93
;(8, 5);1;94
;(8, 5);1;95
;(8, 5);1;96
MoveSouth;(8, 6);1;97
;(8, 6);1;98
;(8, 6);1;99
;(8, 6);1;100
;(8, 6);1;101
;(8, 6);1;102
;(8, 6);1;103
;(8, 6);1;104
;(8, 6);1;105
;(8, 6);1;106
;(8, 6);1;107
;(8, 6);1;108
;(8, 6);1;109
;(8, 6);1;110
;(8, 6);1;111
;(8, 6);1;112
;(8, 6);1;113
;(8, 6);1;114
;(8, 6);1;115
;(8, 6);1;116
;(8, 6);1;117
;(8, 6);1;118
;(8, 6);1;119
;(8, 6);1;120
;(8, 6);1;121
;(8, 6);1;122
;(8, 6);1;123
;(8, 6);1;124
;(8, 6);1;125
;(8, 6);1;126
;(8, 6);1;127
;(8, 6);1;128
;(8, 6);1;129
;(8, 6);1;130
;(8, 6);1;131
;(8, 6);1;132
;(8, 6);1;133
;(8, 6);1;134
;(8, 6);1;135
;(8, 6);1;136
;(8, 6);1;137
;(8, 6);1;138
;(8, 6);1;139
;(8, 6);1;140
;(8, 6);1;141
;(8, 6);1;142
;(8, 6);1;143
;(8, 6);1;144
GrabObject;(8, 6);1;145
;(8, 6);1;146
;(8, 6);1;147
;(8, 6);1;148
;(8, 6);1;149
;(8, 6);1;150
;(8, 6);1;151
;(8, 6);1;152
;(8, 6);1;153
;(8, 6);1;154
;(8, 6);1;155
;(8, 6);1;156
;(8, 6);1;157
;(8, 6);1;158
;(8, 6);1;159
;(8, 6);1;160
;(8, 6);1;161
MoveWest;(7, 6);1;162
;(7, 6);1;163
;(7, 6);1;164
;(7, 6);1;165
;(7, 6);1;166
;(7, 6);1;167
;(7, 6);1;168
;(7, 6);1;169
;(7, 6);1;170
MoveWest;(6, 6);1;171
;(6, 6);1;172
;(6, 6);1;173
;(6, 6);1;174
MoveWest;(5, 6);1;175
;(5, 6);1;176
;(5, 6);1;177
;(5, 6);1;178
;(5, 6);1;179
;(5, 6);1;180
;(5, 6);1;181
;(5, 6);1;182
;(5, 6);1;183
;(5, 6);1;184
;(5, 6);1;185
;(5, 6);1;186
;(5, 6);1;187
;(5, 6);1;188
;(5, 6);1;189
;(5, 6);1;190
;(5, 6);1;191
;(5, 6);1;192
;(5, 6);1;193
MoveWest;(4, 6);1;194
;(4, 6);1;195
;(4, 6);1;196
;(4, 6);1;197
;(4, 6);1;198
MoveWest;(3, 6);1;199
;(3, 6);1;200
;(3, 6);1;201
;(3, 6);1;202
;(3, 6);1;203
;(3, 6);1;204
;(3, 6);1;205
;(3, 6);1;206
;(3, 6);1;207
;(3, 6);1;208
;(3, 6);1;209
;(3, 6);1;210
;(3, 6);1;211
;(3, 6);1;212
;(3, 6);1;213
;(3, 6);1;214
;(3, 6);1;215
MoveEast;(4, 6);1;216
;(4, 6);1;217
;(4, 6);1;218
;(4, 6);1;219
;(4, 6);1;220
;(4, 6);1;221
;(4, 6);1;222
;(4, 6);1;223
;(4, 6);1;224
;(4, 6);1;225
MoveEast;(5, 6);1;226
MoveEast;(6, 6);1;227
;(6, 6);1;228
MoveEast;(7, 6);1;229
;(7, 6);1;230
MoveEast;(8, 6);1;231
;(8, 6);1;232
MoveEast;(9, 6);1;233
MoveEast;(10, 6);1;234
;(10, 6);1;235
MoveEast;(11, 6);1;236
;(11, 6);1;237
MoveEast;(12, 6);1;238
MoveEast;(13, 6);1;239
;(13, 6);1;240
MoveEast;(14, 6);1;241
