human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
MoveWest;(2, 4);;(4, 4);False;1;1
;(2, 4);Idle;(4, 4);False;1;2
;(2, 4);Idle;(4, 4);False;1;3
;(2, 4);Idle;(4, 4);False;1;4
;(2, 4);Idle;(4, 4);False;1;5
;(2, 4);Idle;(4, 4);False;1;6
;(2, 4);Idle;(4, 4);False;1;7
MoveEast;(3, 4);Idle;(4, 4);False;1;8
;(3, 4);Idle;(4, 4);False;1;9
;(3, 4);Idle;(4, 4);False;1;10
MoveEast;(4, 4);Idle;(4, 4);False;1;11
;(4, 4);Idle;(4, 4);False;1;12
;(4, 4);Idle;(4, 4);False;1;13
;(4, 4);Idle;(4, 4);False;1;14
MoveEast;(5, 4);Idle;(4, 4);False;1;15
;(5, 4);Idle;(4, 4);False;1;16
;(5, 4);Idle;(4, 4);False;1;17
;(5, 4);Idle;(4, 4);False;1;18
;(5, 4);Idle;(4, 4);False;1;19
MoveSouth;(5, 5);Idle;(4, 4);False;1;20
;(5, 5);Idle;(4, 4);False;1;21
;(5, 5);Idle;(4, 4);False;1;22
;(5, 5);Idle;(4, 4);False;1;23
;(5, 5);Idle;(4, 4);False;1;24
MoveEast;(6, 5);Idle;(4, 4);False;1;25
;(6, 5);Idle;(4, 4);False;1;26
;(6, 5);Idle;(4, 4);False;1;27
MoveEast;(7, 5);Idle;(4, 4);False;1;28
;(7, 5);Idle;(4, 4);False;1;29
;(7, 5);Idle;(4, 4);False;1;30
MoveEast;(8, 5);Idle;(4, 4);False;1;31
;(8, 5);Idle;(4, 4);False;1;32
;(8, 5);Idle;(4, 4);False;1;33
;(8, 5);Idle;(4, 4);False;1;34
MoveEast;(9, 5);Idle;(4, 4);False;1;35
;(9, 5);Idle;(4, 4);False;1;36
;(9, 5);Idle;(4, 4);False;1;37
MoveEast;(10, 5);Idle;(4, 4);False;1;38
;(10, 5);Idle;(4, 4);False;1;39
;(10, 5);Idle;(4, 4);False;1;40
;(10, 5);Idle;(4, 4);False;1;41
MoveEast;(11, 5);Idle;(4, 4);False;1;42
;(11, 5);Idle;(4, 4);False;1;43
;(11, 5);Idle;(4, 4);False;1;44
;(11, 5);Idle;(4, 4);False;1;45
;(11, 5);Idle;(4, 4);False;1;46
;(11, 5);Idle;(4, 4);False;1;47
;(11, 5);Idle;(4, 4);False;1;48
;(11, 5);Idle;(4, 4);False;1;49
;(11, 5);Idle;(4, 4);False;1;50
;(11, 5);Idle;(4, 4);False;1;51
;(11, 5);Idle;(4, 4);False;1;52
MoveWest;(10, 5);Idle;(4, 4);False;1;53
;(10, 5);Idle;(4, 4);False;1;54
;(10, 5);Idle;(4, 4);False;1;55
;(10, 5);Idle;(4, 4);False;1;56
;(10, 5);;(4, 4);False;1;57
;(10, 5);Idle;(4, 4);False;1;58
;(10, 5);Idle;(4, 4);False;1;59
;(10, 5);Idle;(4, 4);False;1;60
;(10, 5);Idle;(4, 4);False;1;61
;(10, 5);Idle;(4, 4);False;1;62
;(10, 5);Idle;(4, 4);False;1;63
;(10, 5);Idle;(4, 4);False;1;64
;(10, 5);Idle;(4, 4);False;1;65
;(10, 5);Idle;(4, 4);False;1;66
;(10, 5);Idle;(4, 4);False;1;67
;(10, 5);Idle;(4, 4);False;1;68
;(10, 5);Idle;(4, 4);False;1;69
;(10, 5);Idle;(4, 4);False;1;70
;(10, 5);Idle;(4, 4);False;1;71
;(10, 5);Idle;(4, 4);False;1;72
GrabObject;(10, 5);Idle;(4, 4);False;1;73
;(10, 5);Idle;(4, 4);False;1;74
;(10, 5);Idle;(4, 4);False;1;75
MoveEast;(11, 5);Idle;(4, 4);False;1;76
;(11, 5);Idle;(4, 4);False;1;77
;(11, 5);Idle;(4, 4);False;1;78
;(11, 5);Idle;(4, 4);False;1;79
MoveEast;(12, 5);Idle;(4, 4);False;1;80
;(12, 5);Idle;(4, 4);False;1;81
;(12, 5);Idle;(4, 4);False;1;82
MoveEast;(13, 5);Idle;(4, 4);False;1;83
;(13, 5);Idle;(4, 4);False;1;84
;(13, 5);Idle;(4, 4);False;1;85
MoveEast;(14, 5);Idle;(4, 4);False;1;86
;(14, 5);Idle;(4, 4);False;1;87
;(14, 5);Idle;(4, 4);False;1;88
;(14, 5);Idle;(4, 4);False;1;89
MoveEast;(15, 5);Idle;(4, 4);False;1;90
;(15, 5);Idle;(4, 4);False;1;91
;(15, 5);Idle;(4, 4);False;1;92
MoveEast;(16, 5);Idle;(4, 4);False;1;93
;(16, 5);Idle;(4, 4);False;1;94
;(16, 5);Idle;(4, 4);False;1;95
MoveEast;(17, 5);Idle;(4, 4);False;1;96
;(17, 5);Idle;(4, 4);False;1;97
;(17, 5);Idle;(4, 4);False;1;98
;(17, 5);Idle;(4, 4);False;1;99
MoveEast;(18, 5);Idle;(4, 4);False;1;100
;(18, 5);Idle;(4, 4);False;1;101
;(18, 5);Idle;(4, 4);False;1;102
MoveEast;(19, 5);Idle;(4, 4);False;1;103
;(19, 5);Idle;(4, 4);False;1;104
;(19, 5);Idle;(4, 4);False;1;105
DropObject;(19, 5);Idle;(4, 4);False;1;106
;(19, 5);Idle;(4, 4);False;1;107
;(19, 5);Idle;(4, 4);False;1;108
;(19, 5);Idle;(4, 4);False;1;109
;(19, 5);Idle;(4, 4);False;1;110
;(19, 5);Idle;(4, 4);False;1;111
MoveWest;(18, 5);Idle;(4, 4);False;1;112
;(18, 5);;(4, 4);False;1;113
MoveWest;(17, 5);Idle;(4, 4);False;1;114
;(17, 5);Idle;(4, 4);False;1;115
;(17, 5);Idle;(4, 4);False;1;116
MoveWest;(16, 5);Idle;(4, 4);False;1;117
;(16, 5);Idle;(4, 4);False;1;118
;(16, 5);Idle;(4, 4);False;1;119
;(16, 5);Idle;(4, 4);False;1;120
MoveSouth;(16, 6);Idle;(4, 4);False;1;121
;(16, 6);Idle;(4, 4);False;1;122
;(16, 6);Idle;(4, 4);False;1;123
;(16, 6);Idle;(4, 4);False;1;124
MoveWest;(15, 6);Idle;(4, 4);False;1;125
;(15, 6);Idle;(4, 4);False;1;126
;(15, 6);Idle;(4, 4);False;1;127
;(15, 6);Idle;(4, 4);False;1;128
MoveSouth;(15, 7);Idle;(4, 4);False;1;129
;(15, 7);Idle;(4, 4);False;1;130
MoveWest;(14, 7);Idle;(4, 4);False;1;131
;(14, 7);Idle;(4, 4);False;1;132
;(14, 7);Idle;(4, 4);False;1;133
;(14, 7);Idle;(4, 4);False;1;134
MoveWest;(13, 7);Idle;(4, 4);False;1;135
;(13, 7);Idle;(4, 4);False;1;136
;(13, 7);Idle;(4, 4);False;1;137
;(13, 7);Idle;(4, 4);False;1;138
MoveWest;(12, 7);Idle;(4, 4);False;1;139
;(12, 7);Idle;(4, 4);False;1;140
;(12, 7);Idle;(4, 4);False;1;141
MoveWest;(11, 7);Idle;(4, 4);False;1;142
;(11, 7);Idle;(4, 4);False;1;143
;(11, 7);Idle;(4, 4);False;1;144
MoveWest;(10, 7);Idle;(4, 4);False;1;145
;(10, 7);Idle;(4, 4);False;1;146
;(10, 7);Idle;(4, 4);False;1;147
