human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
;(3, 4);;(4, 4);False;1;1
MoveSouth;(3, 5);;(4, 4);remove large rock from right side of pile;1;2
;(3, 5);;(4, 4);remove large rock from right side of pile;1;3
;(3, 5);MoveEast;(4, 4);remove large rock from right side of pile;1;4
;(3, 5);MoveEast;(4, 4);remove large rock from right side of pile;1;5
;(3, 5);MoveEast;(4, 4);remove large rock from right side of pile;1;6
;(3, 5);MoveEast;(4, 4);remove large rock from right side of pile;1;7
;(3, 5);MoveEast;(4, 4);remove large rock from right side of pile;1;8
;(3, 5);MoveEast;(4, 4);remove large rock from right side of pile;1;9
MoveEast;(4, 5);MoveEast;(4, 4);remove large rock from right side of pile;1;10
;(4, 5);MoveEast;(4, 4);remove large rock from right side of pile;1;11
;(4, 5);MoveEast;(4, 4);remove large rock from right side of pile;1;12
;(4, 5);MoveEast;(4, 4);remove large rock from right side of pile;1;13
MoveEast;(5, 5);MoveEast;(5, 4);remove large rock from right side of pile;1;14
;(5, 5);MoveSouthEast;(5, 4);remove large rock from right side of pile;1;15
;(5, 5);MoveSouthEast;(5, 4);remove large rock from right side of pile;1;16
;(5, 5);MoveSouthEast;(5, 4);remove large rock from right side of pile;1;17
;(5, 5);MoveSouthEast;(5, 4);remove large rock from right side of pile;1;18
MoveEast;(6, 5);MoveSouthEast;(5, 4);remove large rock from right side of pile;1;19
;(6, 5);MoveSouthEast;(5, 4);remove large rock from right side of pile;1;20
;(6, 5);MoveSouthEast;(5, 4);remove large rock from right side of pile;1;21
;(6, 5);MoveSouthEast;(5, 4);remove large rock from right side of pile;1;22
;(6, 5);MoveSouthEast;(5, 4);remove large rock from right side of pile;1;23
MoveEast;(7, 5);MoveSouthEast;(5, 4);remove large rock from right side of pile;1;24
;(7, 5);MoveSouthEast;(6, 5);remove large rock from right side of pile;1;25
;(7, 5);GrabLargeObject;(6, 5);remove large rock from right side of pile;1;26
MoveEast;(8, 5);GrabLargeObject;(6, 5);remove large rock from right side of pile;1;27
;(8, 5);GrabLargeObject;(6, 5);remove large rock from right side of pile;1;28
;(8, 5);GrabLargeObject;(6, 5);remove large rock from right side of pile;1;29
;(8, 5);GrabLargeObject;(6, 5);remove large rock from right side of pile;1;30
MoveNorth;(8, 4);GrabLargeObject;(6, 5);remove large rock from right side of pile;1;31
;(8, 4);GrabLargeObject;(6, 5);remove large rock from right side of pile;1;32
;(8, 4);GrabLargeObject;(6, 5);remove large rock from right side of pile;1;33
;(8, 4);GrabLargeObject;(6, 5);remove large rock from right side of pile;1;34
;(8, 4);GrabLargeObject;(6, 5);remove large rock from right side of pile;1;35
;(8, 4);GrabLargeObject;(6, 5);remove large rock from right side of pile;1;36
MoveEast;(9, 4);;(6, 5);remove large rock from right side of pile;1;37
;(9, 4);;(6, 5);remove large rock from right side of pile;1;38
;(9, 4);MoveWest;(6, 5);remove large rock from right side of pile;1;39
