human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
;(3, 4);;(4, 4);False;1;1
;(3, 4);;(4, 4);First collaboration updated;1;2
;(3, 4);;(4, 4);First collaboration updated;1;3
;(3, 4);MoveEast;(4, 4);First collaboration updated;1;4
;(3, 4);MoveEast;(4, 4);First collaboration updated;1;5
;(3, 4);MoveEast;(4, 4);First collaboration updated;1;6
;(3, 4);MoveEast;(4, 4);First collaboration updated;1;7
;(3, 4);MoveEast;(4, 4);First collaboration updated;1;8
;(3, 4);MoveEast;(4, 4);First collaboration updated;1;9
;(3, 4);MoveEast;(4, 4);First collaboration updated;1;10
;(3, 4);MoveEast;(4, 4);First collaboration updated;1;11
;(3, 4);MoveEast;(4, 4);First collaboration updated;1;12
;(3, 4);MoveEast;(4, 4);First collaboration updated;1;13
;(3, 4);MoveEast;(5, 4);First collaboration updated;1;14
;(3, 4);MoveEast;(5, 4);First collaboration updated;1;15
;(3, 4);MoveEast;(5, 4);First collaboration updated;1;16
;(3, 4);MoveEast;(5, 4);First collaboration updated;1;17
;(3, 4);MoveEast;(5, 4);First collaboration updated;1;18
;(3, 4);MoveEast;(5, 4);First collaboration updated;1;19
;(3, 4);MoveEast;(5, 4);First collaboration updated;1;20
;(3, 4);MoveEast;(5, 4);First collaboration updated;1;21
;(3, 4);MoveEast;(5, 4);First collaboration updated;1;22
;(3, 4);MoveEast;(5, 4);First collaboration updated;1;23
;(3, 4);MoveEast;(5, 4);First collaboration updated;1;24
;(3, 4);MoveEast;(6, 4);First collaboration updated;1;25
;(3, 4);MoveEast;(6, 4);First collaboration updated;1;26
;(3, 4);MoveEast;(6, 4);First collaboration updated;1;27
MoveEast;(4, 4);MoveEast;(6, 4);First collaboration updated;1;28
;(4, 4);MoveEast;(6, 4);First collaboration updated;1;29
;(4, 4);MoveEast;(6, 4);First collaboration updated;1;30
;(4, 4);MoveEast;(6, 4);First collaboration updated;1;31
;(4, 4);MoveEast;(6, 4);First collaboration updated;1;32
;(4, 4);MoveEast;(6, 4);First collaboration updated;1;33
;(4, 4);MoveEast;(6, 4);First collaboration updated;1;34
;(4, 4);MoveEast;(6, 4);First collaboration updated;1;35
;(4, 4);MoveEast;(7, 4);First collaboration updated;1;36
;(4, 4);MoveNorthEast;(7, 4);First collaboration updated;1;37
MoveEast;(5, 4);MoveNorthEast;(7, 4);First collaboration updated;1;38
;(5, 4);MoveNorthEast;(7, 4);First collaboration updated;1;39
MoveEast;(6, 4);MoveNorthEast;(7, 4);First collaboration updated;1;40
MoveEast;(7, 4);MoveNorthEast;(7, 4);First collaboration updated;1;41
;(7, 4);MoveNorthEast;(7, 4);First collaboration updated;1;42
;(7, 4);MoveNorthEast;(7, 4);First collaboration updated;1;43
;(7, 4);MoveNorthEast;(7, 4);First collaboration updated;1;44
;(7, 4);MoveNorthEast;(7, 4);First collaboration updated;1;45
;(7, 4);MoveNorthEast;(7, 4);First collaboration updated;1;46
;(7, 4);MoveNorthEast;(8, 3);First collaboration updated;1;47
;(7, 4);MoveEast;(8, 3);First collaboration updated;1;48
;(7, 4);MoveEast;(8, 3);First collaboration updated;1;49
;(7, 4);MoveEast;(8, 3);First collaboration updated;1;50
;(7, 4);MoveEast;(8, 3);First collaboration updated;1;51
MoveEast;(8, 4);MoveEast;(8, 3);First collaboration updated;1;52
;(8, 4);MoveEast;(8, 3);First collaboration updated;1;53
;(8, 4);MoveEast;(8, 3);First collaboration updated;1;54
;(8, 4);MoveEast;(8, 3);First collaboration updated;1;55
;(8, 4);MoveEast;(8, 3);First collaboration updated;1;56
;(8, 4);MoveEast;(8, 3);First collaboration updated;1;57
;(8, 4);MoveEast;(9, 3);First collaboration updated;1;58
;(8, 4);GrabLargeObject;(9, 3);First collaboration updated;1;59
;(8, 4);GrabLargeObject;(9, 3);First collaboration updated;1;60
;(8, 4);GrabLargeObject;(9, 3);First collaboration updated;1;61
;(8, 4);GrabLargeObject;(9, 3);First collaboration updated;1;62
MoveWest;(7, 4);GrabLargeObject;(9, 3);First collaboration updated;1;63
;(7, 4);GrabLargeObject;(9, 3);First collaboration updated;1;64
;(7, 4);GrabLargeObject;(9, 3);First collaboration updated;1;65
;(7, 4);GrabLargeObject;(9, 3);First collaboration updated;1;66
;(7, 4);GrabLargeObject;(9, 3);First collaboration updated;1;67
;(7, 4);GrabLargeObject;(9, 3);First collaboration updated;1;68
;(7, 4);GrabLargeObject;(9, 3);First collaboration updated;1;69
;(7, 4);;(9, 3);First collaboration updated;1;70
