human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
GrabObject;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
;(3, 4);1;15
;(3, 4);1;16
;(3, 4);1;17
MoveEast;(4, 4);1;18
;(4, 4);1;19
;(4, 4);1;20
;(4, 4);1;21
;(4, 4);1;22
;(4, 4);1;23
;(4, 4);1;24
;(4, 4);1;25
;(4, 4);1;26
;(4, 4);1;27
;(4, 4);1;28
;(4, 4);1;29
;(4, 4);1;30
;(4, 4);1;31
;(4, 4);1;32
;(4, 4);1;33
;(4, 4);1;34
;(4, 4);1;35
;(4, 4);1;36
;(4, 4);1;37
;(4, 4);1;38
;(4, 4);1;39
;(4, 4);1;40
;(4, 4);1;41
;(4, 4);1;42
;(4, 4);1;43
;(4, 4);1;44
;(4, 4);1;45
;(4, 4);1;46
;(4, 4);1;47
;(4, 4);1;48
;(4, 4);1;49
;(4, 4);1;50
;(4, 4);1;51
;(4, 4);1;52
MoveEast;(5, 4);1;53
;(5, 4);1;54
;(5, 4);1;55
;(5, 4);1;56
;(5, 4);1;57
MoveEast;(6, 4);1;58
;(6, 4);1;59
;(6, 4);1;60
;(6, 4);1;61
;(6, 4);1;62
;(6, 4);1;63
;(6, 4);1;64
;(6, 4);1;65
;(6, 4);1;66
;(6, 4);1;67
;(6, 4);1;68
;(6, 4);1;69
;(6, 4);1;70
;(6, 4);1;71
;(6, 4);1;72
;(6, 4);1;73
;(6, 4);1;74
;(6, 4);1;75
;(6, 4);1;76
;(6, 4);1;77
;(6, 4);1;78
;(6, 4);1;79
;(6, 4);1;80
;(6, 4);1;81
;(6, 4);1;82
;(6, 4);1;83
;(6, 4);1;84
MoveSouth;(6, 5);1;85
;(6, 5);1;86
;(6, 5);1;87
;(6, 5);1;88
;(6, 5);1;89
;(6, 5);1;90
;(6, 5);1;91
;(6, 5);1;92
;(6, 5);1;93
;(6, 5);1;94
;(6, 5);1;95
;(6, 5);1;96
;(6, 5);1;97
;(6, 5);1;98
;(6, 5);1;99
MoveSouth;(6, 6);1;100
;(6, 6);1;101
;(6, 6);1;102
;(6, 6);1;103
;(6, 6);1;104
;(6, 6);1;105
;(6, 6);1;106
;(6, 6);1;107
;(6, 6);1;108
;(6, 6);1;109
;(6, 6);1;110
;(6, 6);1;111
;(6, 6);1;112
;(6, 6);1;113
;(6, 6);1;114
;(6, 6);1;115
;(6, 6);1;116
;(6, 6);1;117
;(6, 6);1;118
;(6, 6);1;119
;(6, 6);1;120
;(6, 6);1;121
;(6, 6);1;122
;(6, 6);1;123
;(6, 6);1;124
;(6, 6);1;125
;(6, 6);1;126
;(6, 6);1;127
;(6, 6);1;128
;(6, 6);1;129
;(6, 6);1;130
;(6, 6);1;131
;(6, 6);1;132
;(6, 6);1;133
;(6, 6);1;134
;(6, 6);1;135
;(6, 6);1;136
;(6, 6);1;137
;(6, 6);1;138
;(6, 6);1;139
;(6, 6);1;140
;(6, 6);1;141
;(6, 6);1;142
MoveEast;(7, 6);1;143
;(7, 6);1;144
;(7, 6);1;145
;(7, 6);1;146
