human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
MoveEast;(4, 4);1;3
;(4, 4);1;4
MoveEast;(5, 4);1;5
;(5, 4);1;6
;(5, 4);1;7
;(5, 4);1;8
MoveEast;(6, 4);1;9
;(6, 4);1;10
;(6, 4);1;11
MoveEast;(7, 4);1;12
;(7, 4);1;13
;(7, 4);1;14
MoveEast;(8, 4);1;15
;(8, 4);1;16
;(8, 4);1;17
;(8, 4);1;18
;(8, 4);1;19
;(8, 4);1;20
;(8, 4);1;21
;(8, 4);1;22
;(8, 4);1;23
;(8, 4);1;24
;(8, 4);1;25
MoveNorth;(8, 3);1;26
;(8, 3);1;27
;(8, 3);1;28
MoveNorth;(8, 2);1;29
;(8, 2);1;30
;(8, 2);1;31
;(8, 2);1;32
;(8, 2);1;33
;(8, 2);1;34
;(8, 2);1;35
;(8, 2);1;36
;(8, 2);1;37
;(8, 2);1;38
;(8, 2);1;39
;(8, 2);1;40
;(8, 2);1;41
;(8, 2);1;42
;(8, 2);1;43
;(8, 2);1;44
;(8, 2);1;45
;(8, 2);1;46
;(8, 2);1;47
;(8, 2);1;48
;(8, 2);1;49
;(8, 2);1;50
;(8, 2);1;51
;(8, 2);1;52
;(8, 2);1;53
;(8, 2);1;54
;(8, 2);1;55
;(8, 2);1;56
;(8, 2);1;57
;(8, 2);1;58
;(8, 2);1;59
;(8, 2);1;60
;(8, 2);1;61
;(8, 2);1;62
;(8, 2);1;63
;(8, 2);1;64
;(8, 2);1;65
;(8, 2);1;66
;(8, 2);1;67
;(8, 2);1;68
;(8, 2);1;69
;(8, 2);1;70
;(8, 2);1;71
;(8, 2);1;72
;(8, 2);1;73
;(8, 2);1;74
;(8, 2);1;75
;(8, 2);1;76
;(8, 2);1;77
;(8, 2);1;78
;(8, 2);1;79
;(8, 2);1;80
;(8, 2);1;81
;(8, 2);1;82
;(8, 2);1;83
;(8, 2);1;84
;(8, 2);1;85
;(8, 2);1;86
;(8, 2);1;87
;(8, 2);1;88
;(8, 2);1;89
;(8, 2);1;90
;(8, 2);1;91
;(8, 2);1;92
;(8, 2);1;93
;(8, 2);1;94
;(8, 2);1;95
;(8, 2);1;96
;(8, 2);1;97
;(8, 2);1;98
;(8, 2);1;99
;(8, 2);1;100
;(8, 2);1;101
;(8, 2);1;102
;(8, 2);1;103
;(8, 2);1;104
;(8, 2);1;105
;(8, 2);1;106
;(8, 2);1;107
;(8, 2);1;108
;(8, 2);1;109
;(8, 2);1;110
;(8, 2);1;111
;(8, 2);1;112
;(8, 2);1;113
;(8, 2);1;114
;(8, 2);1;115
;(8, 2);1;116
;(8, 2);1;117
;(8, 2);1;118
;(8, 2);1;119
;(8, 2);1;120
;(8, 2);1;121
;(8, 2);1;122
;(8, 2);1;123
;(8, 2);1;124
;(8, 2);1;125
;(8, 2);1;126
;(8, 2);1;127
