human_selector_action;human_selector_location;world_nr;tick_nr
;(3, 4);1;0
;(3, 4);1;1
;(3, 4);1;2
;(3, 4);1;3
;(3, 4);1;4
;(3, 4);1;5
;(3, 4);1;6
;(3, 4);1;7
;(3, 4);1;8
;(3, 4);1;9
;(3, 4);1;10
;(3, 4);1;11
;(3, 4);1;12
;(3, 4);1;13
;(3, 4);1;14
;(3, 4);1;15
;(3, 4);1;16
;(3, 4);1;17
;(3, 4);1;18
;(3, 4);1;19
;(3, 4);1;20
;(3, 4);1;21
;(3, 4);1;22
;(3, 4);1;23
;(3, 4);1;24
;(3, 4);1;25
;(3, 4);1;26
;(3, 4);1;27
;(3, 4);1;28
;(3, 4);1;29
;(3, 4);1;30
;(3, 4);1;31
;(3, 4);1;32
;(3, 4);1;33
;(3, 4);1;34
;(3, 4);1;35
;(3, 4);1;36
;(3, 4);1;37
;(3, 4);1;38
MoveEast;(4, 4);1;39
;(4, 4);1;40
;(4, 4);1;41
MoveEast;(5, 4);1;42
;(5, 4);1;43
;(5, 4);1;44
MoveEast;(6, 4);1;45
;(6, 4);1;46
MoveEast;(7, 4);1;47
;(7, 4);1;48
;(7, 4);1;49
;(7, 4);1;50
;(7, 4);1;51
;(7, 4);1;52
;(7, 4);1;53
;(7, 4);1;54
;(7, 4);1;55
;(7, 4);1;56
;(7, 4);1;57
;(7, 4);1;58
;(7, 4);1;59
;(7, 4);1;60
;(7, 4);1;61
;(7, 4);1;62
;(7, 4);1;63
;(7, 4);1;64
;(7, 4);1;65
;(7, 4);1;66
;(7, 4);1;67
;(7, 4);1;68
;(7, 4);1;69
;(7, 4);1;70
;(7, 4);1;71
;(7, 4);1;72
;(7, 4);1;73
;(7, 4);1;74
;(7, 4);1;75
;(7, 4);1;76
;(7, 4);1;77
;(7, 4);1;78
;(7, 4);1;79
;(7, 4);1;80
;(7, 4);1;81
;(7, 4);1;82
;(7, 4);1;83
;(7, 4);1;84
;(7, 4);1;85
;(7, 4);1;86
;(7, 4);1;87
;(7, 4);1;88
;(7, 4);1;89
;(7, 4);1;90
;(7, 4);1;91
;(7, 4);1;92
;(7, 4);1;93
;(7, 4);1;94
;(7, 4);1;95
;(7, 4);1;96
;(7, 4);1;97
;(7, 4);1;98
;(7, 4);1;99
;(7, 4);1;100
;(7, 4);1;101
;(7, 4);1;102
;(7, 4);1;103
;(7, 4);1;104
;(7, 4);1;105
;(7, 4);1;106
;(7, 4);1;107
;(7, 4);1;108
;(7, 4);1;109
;(7, 4);1;110
;(7, 4);1;111
;(7, 4);1;112
;(7, 4);1;113
;(7, 4);1;114
;(7, 4);1;115
;(7, 4);1;116
;(7, 4);1;117
;(7, 4);1;118
;(7, 4);1;119
;(7, 4);1;120
;(7, 4);1;121
;(7, 4);1;122
;(7, 4);1;123
;(7, 4);1;124
;(7, 4);1;125
;(7, 4);1;126
;(7, 4);1;127
;(7, 4);1;128
;(7, 4);1;129
;(7, 4);1;130
;(7, 4);1;131
;(7, 4);1;132
;(7, 4);1;133
;(7, 4);1;134
;(7, 4);1;135
;(7, 4);1;136
;(7, 4);1;137
;(7, 4);1;138
;(7, 4);1;139
;(7, 4);1;140
;(7, 4);1;141
;(7, 4);1;142
;(7, 4);1;143
;(7, 4);1;144
;(7, 4);1;145
;(7, 4);1;146
;(7, 4);1;147
;(7, 4);1;148
;(7, 4);1;149
;(7, 4);1;150
;(7, 4);1;151
;(7, 4);1;152
;(7, 4);1;153
;(7, 4);1;154
;(7, 4);1;155
;(7, 4);1;156
;(7, 4);1;157
;(7, 4);1;158
;(7, 4);1;159
;(7, 4);1;160
;(7, 4);1;161
;(7, 4);1;162
;(7, 4);1;163
;(7, 4);1;164
;(7, 4);1;165
;(7, 4);1;166
;(7, 4);1;167
;(7, 4);1;168
;(7, 4);1;169
;(7, 4);1;170
;(7, 4);1;171
;(7, 4);1;172
;(7, 4);1;173
;(7, 4);1;174
;(7, 4);1;175
;(7, 4);1;176
;(7, 4);1;177
;(7, 4);1;178
;(7, 4);1;179
;(7, 4);1;180
;(7, 4);1;181
;(7, 4);1;182
;(7, 4);1;183
;(7, 4);1;184
;(7, 4);1;185
;(7, 4);1;186
;(7, 4);1;187
;(7, 4);1;188
;(7, 4);1;189
;(7, 4);1;190
;(7, 4);1;191
;(7, 4);1;192
;(7, 4);1;193
;(7, 4);1;194
;(7, 4);1;195
;(7, 4);1;196
;(7, 4);1;197
;(7, 4);1;198
;(7, 4);1;199
;(7, 4);1;200
;(7, 4);1;201
;(7, 4);1;202
;(7, 4);1;203
;(7, 4);1;204
;(7, 4);1;205
;(7, 4);1;206
;(7, 4);1;207
;(7, 4);1;208
;(7, 4);1;209
;(7, 4);1;210
;(7, 4);1;211
;(7, 4);1;212
;(7, 4);1;213
;(7, 4);1;214
;(7, 4);1;215
;(7, 4);1;216
;(7, 4);1;217
;(7, 4);1;218
;(7, 4);1;219
;(7, 4);1;220
;(7, 4);1;221
;(7, 4);1;222
;(7, 4);1;223
;(7, 4);1;224
;(7, 4);1;225
;(7, 4);1;226
;(7, 4);1;227
;(7, 4);1;228
;(7, 4);1;229
;(7, 4);1;230
;(7, 4);1;231
;(7, 4);1;232
;(7, 4);1;233
;(7, 4);1;234
;(7, 4);1;235
;(7, 4);1;236
;(7, 4);1;237
;(7, 4);1;238
;(7, 4);1;239
;(7, 4);1;240
;(7, 4);1;241
;(7, 4);1;242
;(7, 4);1;243
;(7, 4);1;244
;(7, 4);1;245
;(7, 4);1;246
;(7, 4);1;247
;(7, 4);1;248
;(7, 4);1;249
;(7, 4);1;250
;(7, 4);1;251
;(7, 4);1;252
;(7, 4);1;253
;(7, 4);1;254
;(7, 4);1;255
;(7, 4);1;256
;(7, 4);1;257
;(7, 4);1;258
;(7, 4);1;259
;(7, 4);1;260
;(7, 4);1;261
;(7, 4);1;262
;(7, 4);1;263
;(7, 4);1;264
;(7, 4);1;265
;(7, 4);1;266
;(7, 4);1;267
;(7, 4);1;268
;(7, 4);1;269
;(7, 4);1;270
;(7, 4);1;271
;(7, 4);1;272
;(7, 4);1;273
;(7, 4);1;274
;(7, 4);1;275
;(7, 4);1;276
;(7, 4);1;277
;(7, 4);1;278
;(7, 4);1;279
;(7, 4);1;280
;(7, 4);1;281
;(7, 4);1;282
;(7, 4);1;283
;(7, 4);1;284
;(7, 4);1;285
;(7, 4);1;286
;(7, 4);1;287
;(7, 4);1;288
;(7, 4);1;289
;(7, 4);1;290
;(7, 4);1;291
;(7, 4);1;292
;(7, 4);1;293
;(7, 4);1;294
;(7, 4);1;295
;(7, 4);1;296
;(7, 4);1;297
;(7, 4);1;298
;(7, 4);1;299
;(7, 4);1;300
;(7, 4);1;301
;(7, 4);1;302
;(7, 4);1;303
;(7, 4);1;304
;(7, 4);1;305
;(7, 4);1;306
;(7, 4);1;307
;(7, 4);1;308
;(7, 4);1;309
;(7, 4);1;310
;(7, 4);1;311
;(7, 4);1;312
;(7, 4);1;313
;(7, 4);1;314
;(7, 4);1;315
;(7, 4);1;316
;(7, 4);1;317
;(7, 4);1;318
;(7, 4);1;319
;(7, 4);1;320
;(7, 4);1;321
;(7, 4);1;322
;(7, 4);1;323
;(7, 4);1;324
;(7, 4);1;325
;(7, 4);1;326
;(7, 4);1;327
;(7, 4);1;328
;(7, 4);1;329
;(7, 4);1;330
;(7, 4);1;331
;(7, 4);1;332
;(7, 4);1;333
;(7, 4);1;334
;(7, 4);1;335
;(7, 4);1;336
;(7, 4);1;337
;(7, 4);1;338
;(7, 4);1;339
;(7, 4);1;340
;(7, 4);1;341
;(7, 4);1;342
;(7, 4);1;343
;(7, 4);1;344
;(7, 4);1;345
;(7, 4);1;346
;(7, 4);1;347
;(7, 4);1;348
;(7, 4);1;349
;(7, 4);1;350
;(7, 4);1;351
;(7, 4);1;352
;(7, 4);1;353
;(7, 4);1;354
;(7, 4);1;355
;(7, 4);1;356
;(7, 4);1;357
;(7, 4);1;358
;(7, 4);1;359
;(7, 4);1;360
;(7, 4);1;361
;(7, 4);1;362
;(7, 4);1;363
;(7, 4);1;364
;(7, 4);1;365
;(7, 4);1;366
;(7, 4);1;367
;(7, 4);1;368
;(7, 4);1;369
;(7, 4);1;370
;(7, 4);1;371
;(7, 4);1;372
;(7, 4);1;373
;(7, 4);1;374
;(7, 4);1;375
;(7, 4);1;376
;(7, 4);1;377
;(7, 4);1;378
;(7, 4);1;379
;(7, 4);1;380
;(7, 4);1;381
;(7, 4);1;382
;(7, 4);1;383
;(7, 4);1;384
;(7, 4);1;385
;(7, 4);1;386
;(7, 4);1;387
;(7, 4);1;388
;(7, 4);1;389
;(7, 4);1;390
;(7, 4);1;391
;(7, 4);1;392
;(7, 4);1;393
;(7, 4);1;394
;(7, 4);1;395
;(7, 4);1;396
;(7, 4);1;397
;(7, 4);1;398
;(7, 4);1;399
;(7, 4);1;400
;(7, 4);1;401
;(7, 4);1;402
;(7, 4);1;403
