human_selector_action;human_selector_location;robot_action;robot_location;robot_executing_cp;world_nr;tick_nr
;(3, 4);;(4, 4);False;1;0
;(3, 4);;(4, 4);False;1;1
;(3, 4);;(4, 4);move small rocks away from left side of pile;1;2
;(3, 4);;(4, 4);move small rocks away from left side of pile;1;3
;(3, 4);MoveEast;(4, 4);move small rocks away from left side of pile;1;4
;(3, 4);MoveEast;(4, 4);move small rocks away from left side of pile;1;5
;(3, 4);MoveEast;(4, 4);move small rocks away from left side of pile;1;6
;(3, 4);MoveEast;(4, 4);move small rocks away from left side of pile;1;7
;(3, 4);MoveEast;(4, 4);move small rocks away from left side of pile;1;8
;(3, 4);MoveEast;(4, 4);move small rocks away from left side of pile;1;9
;(3, 4);MoveEast;(4, 4);move small rocks away from left side of pile;1;10
;(3, 4);MoveEast;(4, 4);move small rocks away from left side of pile;1;11
;(3, 4);MoveEast;(4, 4);move small rocks away from left side of pile;1;12
;(3, 4);MoveEast;(4, 4);move small rocks away from left side of pile;1;13
;(3, 4);MoveEast;(5, 4);move small rocks away from left side of pile;1;14
;(3, 4);MoveEast;(5, 4);move small rocks away from left side of pile;1;15
;(3, 4);MoveEast;(5, 4);move small rocks away from left side of pile;1;16
;(3, 4);MoveEast;(5, 4);move small rocks away from left side of pile;1;17
;(3, 4);MoveEast;(5, 4);move small rocks away from left side of pile;1;18
;(3, 4);MoveEast;(5, 4);move small rocks away from left side of pile;1;19
;(3, 4);MoveEast;(5, 4);move small rocks away from left side of pile;1;20
;(3, 4);MoveEast;(5, 4);move small rocks away from left side of pile;1;21
;(3, 4);MoveEast;(5, 4);move small rocks away from left side of pile;1;22
;(3, 4);MoveEast;(5, 4);move small rocks away from left side of pile;1;23
;(3, 4);MoveEast;(5, 4);move small rocks away from left side of pile;1;24
;(3, 4);MoveEast;(6, 4);move small rocks away from left side of pile;1;25
;(3, 4);MoveEast;(6, 4);move small rocks away from left side of pile;1;26
;(3, 4);MoveEast;(6, 4);move small rocks away from left side of pile;1;27
;(3, 4);MoveEast;(6, 4);move small rocks away from left side of pile;1;28
;(3, 4);MoveEast;(6, 4);move small rocks away from left side of pile;1;29
;(3, 4);MoveEast;(6, 4);move small rocks away from left side of pile;1;30
;(3, 4);MoveEast;(6, 4);move small rocks away from left side of pile;1;31
;(3, 4);MoveEast;(6, 4);move small rocks away from left side of pile;1;32
;(3, 4);MoveEast;(6, 4);move small rocks away from left side of pile;1;33
;(3, 4);MoveEast;(6, 4);move small rocks away from left side of pile;1;34
;(3, 4);MoveEast;(6, 4);move small rocks away from left side of pile;1;35
;(3, 4);MoveEast;(7, 4);move small rocks away from left side of pile;1;36
;(3, 4);MoveNorthEast;(7, 4);move small rocks away from left side of pile;1;37
;(3, 4);MoveNorthEast;(7, 4);move small rocks away from left side of pile;1;38
;(3, 4);MoveNorthEast;(7, 4);move small rocks away from left side of pile;1;39
;(3, 4);MoveNorthEast;(7, 4);move small rocks away from left side of pile;1;40
